,Year_Month,"FTR Truck Loadings (000s, SA)_freight_m_trucking","FTR Active Truck Utilization (%, SA)_freight_m_trucking","Reefer Trailer Loadings (000s, SA)_freight_m_trucking","Tank Trailer Loadings (000s, SA)_freight_m_trucking","Chemicals & Allied Products (000s, SA)_freight_m_trucking",Spot TL Rates (w/o FSC)_rates_m_trucking,Total LTL (w/o FSC)_rates_m_trucking,Total LTL (w/ FSC)_rates_m_trucking,Contract TL Tank Rates (w/o FSC)_rates_m_trucking,"OEM Net Orders (U.S. / CAN, units)_indicators_m_trucking","New Truck Lead Time (N.A. Backlog/Build Ratio, months)_indicators_m_trucking",B50001_indicators_m_trucking,GMFN_indicators_m_trucking,G325_indicators_m_trucking,G332_indicators_m_trucking,ISM_indicators_m_trucking,PORTEU_indicators_m_trucking,CASS_indicators_m_trucking,MANEMP_indicators_m_trucking,USTRADE_indicators_m_trucking,LEI_indicators_m_trucking,SPREAD_indicators_m_trucking,ISRATIO_indicators_m_trucking,NDCGO_indicators_m_trucking,CF3M_indicators_m_trucking,PUBCON_indicators_m_trucking,D/GAL_indicators_m_trucking,D/STOCK_indicators_m_trucking,Change in Payroll Employment (000's)_driver_indicators_m_trucking,Change in Truck Emp. (000's)_driver_indicators_m_trucking,LABORINDEX_driver_indicators_m_trucking,"Total Class 8, North America_OEM Net Orders_indicators_m_trucking_trailer","Total Class 8, North America_OEM Net Orders_M/M % Change_indicators_m_trucking_trailer","Total Class 8, North America_OEM Net Orders_Y/Y % Change_indicators_m_trucking_trailer","Total Class 8, North America_Factory Shipments (Ward's)_indicators_m_trucking_trailer","Total Class 8, North America_Factory Shipments (Ward's)_M/M % Change_indicators_m_trucking_trailer","Total Class 8, North America_Factory Shipments (Ward's)_Y/Y % Change_indicators_m_trucking_trailer","Total Class 8, North America_Retail Sales (Ward's)_indicators_m_trucking_trailer","Total Class 8, North America_Retail Sales (Ward's)_M/M % Change_indicators_m_trucking_trailer","Total Class 8, North America_Inventories (Ward's)_M/M % Change_indicators_m_trucking_trailer","Total Class 8, North America_Inventories (Ward's)_Y/Y % Change_indicators_m_trucking_trailer","Total Trailers, U.S._Production_M/M % Change_indicators_m_trucking_trailer","Total Trailers, U.S._Production_Y/Y % Change_indicators_m_trucking_trailer","Total Classes 4-7, North America_Factory Shipments (Ward's)_indicators_m_trucking_trailer","Total Classes 4-7, North America_Factory Shipments (Ward's)_M/M % Change_indicators_m_trucking_trailer","Total Classes 4-7, North America_Factory Shipments (Ward's)_Y/Y % Change_indicators_m_trucking_trailer","Total Classes 4-7, North America_Retail Sales (Ward's)_M/M % Change_indicators_m_trucking_trailer","Total Classes 4-7, North America_Retail Sales (Ward's)_Y/Y % Change_indicators_m_trucking_trailer","Total Classes 4-7, North America_Inventories (Ward's)_M/M % Change_indicators_m_trucking_trailer","Total Classes 4-7, North America_Inventories (Ward's)_Y/Y % Change_indicators_m_trucking_trailer","Class 4, North America_Factory Shipments (Ward's)_indicators_m_trucking_trailer","Class 4, North America_Retail Sales (Ward's)_indicators_m_trucking_trailer","Class 4, North America_Inventories (Ward's)_indicators_m_trucking_trailer","Class 6-7 Bus, North America_Factory Shipments (Ward's)_indicators_m_trucking_trailer",FTR Truck Loadings_M/M % Change_freight_m_trucking_trailer,FTR Truck Loadings_Y/Y % Change_freight_m_trucking_trailer,FTR Rail Intermodal Loadings_M/M % Change_freight_m_trucking_trailer,FTR Rail Intermodal Loadings_Y/Y % Change_freight_m_trucking_trailer,"FTR Rail Carloadings (carload + intermodal) (000s, SA)_freight_m_trucking_trailer",FTR Rail Carloadings_M/M % Change_freight_m_trucking_trailer,FTR Rail Carloadings_Y/Y % Change_freight_m_trucking_trailer,"FTR Class 8 Truck Utilization (%, SA)_freight_m_trucking_trailer",BUILD FOR_Total_Trailer,BUILD FOR_Flatbed,BUILD FOR_Liquid_Tank,BUILD FOR_Dry_Tank,BUILD FOR_Dump,BUILD FOR_Lowbed,BUILD FOR_All_Other,Change in Distillate Fuel Inventories_x,Intermodal Revenue Movements (IANA-ETSO)_Total_x,FTR Intermodal Competitive Index_Intermodal Competitive Index (0=Neutral)_x,U.S. Origin Intermodal Volumes_International_x,Canada Origin Intermodal Volumes_Domestic_x,"N.A. Port Activity, Total TEUs_Exports_x","West Coast Port Activity, Total TEUs_Exports_x","Gulf Coast Port Activity, Total TEUs_Exports_x","Western Canadian Port Activity, Total TEUs_Exports_x",Stationary_Sum_of_Sales
10,2008-11,54055.89609051948,88.64517431079857,4117.168132506896,7356.773584767006,2658.251657782981,100.58702078502277,91.5036674816626,106.03284255025387,91.42115344411111,10231.0,4.0668252595155705,96.0605,101.5207,101.7716,103.3647,36.5,1614721.5,1.028,13034.0,14989.0,-0.6,2.46,1.44,60592.0,-1.9566666666666663,316897.0,2.8760000000000003,135876.0,-727.0,-16.0,120.48792462589613,15240.0,6.076425140948016,,16532.0,-0.7146717914839895,2.543108795434801,15201.0,-4.046206287084964,0.1519127192376679,-24.007125641831703,10.254591313943418,-22.224075618571028,11684.0,6.0927994188686005,-28.71262965222697,-10.423393237892176,-34.67792092403377,0.0974599500517703,-28.12718684394681,1943.0,3308.0,12572.0,1893.0,-1.8402290055407389,-6.160040362980046,-2.373614417703085,-3.0280605633199453,2888.191819102536,-2.2311288151818265,-4.447013735546523,82.24794432740616,12860.0,1091.0,632.0,162.0,785.0,221.0,1300.0,8281.0,1047797.0,-8.763411903725109,448157.0,49648.0,917913.64,368307.49,77409.54,63381.0,312492.82999999967
11,2008-12,51329.39326565423,86.05356685992703,4043.876080014204,7130.784948787399,2507.0176042304997,96.39679558995701,90.12836185819073,103.0639682560842,88.81192995218849,8653.0,3.940744664749509,93.2521,97.8597,96.807,98.8968,33.1,1372656.25,0.902,12850.0,14877.0,-0.1,2.52,1.47,55677.0,-2.0033333333333334,311957.0,2.449,146013.0,-706.0,-9.0,120.93585221991002,10283.0,-32.526246719160106,,16919.0,2.340914589886278,19.307524152034407,15108.0,-0.6118018551411142,1.0590182018753502,-21.178748117874807,4.496711466971682,-21.775660922615856,10820.0,-7.394727832933923,-22.41502939911085,-8.399075081610441,-27.83819983927136,-3.060914014483052,-29.297412453952326,1889.0,2376.0,12057.0,1975.0,-2.0880670868008933,-8.667824659326673,-0.6574594135340561,-4.448202707742466,2843.7990052416467,-1.5370452047981598,-6.4262837728316216,78.68100608050422,10895.0,924.0,536.0,137.0,665.0,187.0,1102.0,10137.0,968366.0,-8.194268462636991,429761.0,42110.0,832583.6700000002,331724.96,77871.17000000001,63349.0,-374032.14000000025
12,2009-01,49936.054974764884,86.5492674261635,4065.725259588154,6387.763363939697,2474.7088491812187,87.10414391466837,90.40342298288508,102.05673138157951,87.86615598860695,7043.0,4.990574461752159,91.0373,97.7258,96.9774,94.4917,34.9,1341915.2,0.851,12561.0,14795.0,-0.3,2.15,1.48,49642.0,-2.5933333333333333,309552.0,2.292,143730.0,-784.0,-26.0,121.38746883509228,10060.0,-2.168627832344649,,19221.0,13.606005083042724,6.2227134567560025,15996.0,5.8776806989674375,0.1528217443510504,-18.00165337265679,-5.001026202367108,-16.665666446618253,11768.0,8.761552680221808,-25.79139866313532,21.66456307075505,-23.439544010465326,-4.2665829671479365,-28.201064013433555,1664.0,4015.0,11491.0,2917.0,4.466712361668956,-1.89038030208718,-0.4565709824665753,-3.0865356254560767,2681.2032888860035,-5.717553035778887,-13.331728461066305,81.78090270650766,4814.0,552.0,293.0,53.0,247.0,129.0,1111.268,-2283.0,980202.0,-11.357315563352575,325702.0,21512.0,786349.148690071,314535.04000000004,71428.09999999999,59561.0,15684.800000000627
13,2009-02,50186.248943743056,85.99111077053007,4056.5171799007003,6532.3977470103855,2511.3759497581914,80.82013229876605,87.01100244498777,97.63233153752992,85.60840837897689,6039.0,5.0774159103043255,90.4502,98.1439,96.9877,91.6926,35.5,1044369.3,0.938,12380.0,14719.0,-0.4,2.58,1.45,50266.0,-2.2466666666666666,321367.0,2.195,148105.0,-743.0,-6.0,121.8983545581477,11066.0,10.000000000000009,,13300.0,-30.804848863222524,-0.5012343831824695,13021.0,-18.59839959989997,-2.449591280653951,-16.504967582443207,-7.388736857266308,-7.435399121859933,6940.0,-41.0265125764786,-51.349456712232744,-25.654482211509123,-30.018955712562466,-4.161657668684836,-32.6684172540348,1066.0,2799.0,10723.0,1442.0,-2.9227656754699405,-5.3169236374554965,-3.780276592751109,-8.436608963579816,2557.561518124301,-4.611428431190423,-19.25559873624161,80.7530427086946,5446.0,530.0,280.0,30.0,300.0,70.0,1117.179,4375.0,863893.0,-8.65028906707978,243207.0,21217.0,845881.5843756205,337588.08,82550.55999999997,67081.0,-100220.4200000001
14,2009-03,49616.892578174564,84.62761515562708,4038.207615030517,6524.855130599721,2539.60744605436,77.3814991793308,84.44376528117358,94.6591835460706,84.75749375256795,7893.0,5.152036199095023,89.016,97.0317,96.5653,86.9424,36.0,1278396.05,0.905,12208.0,14651.0,-0.3,2.63,1.47,49105.0,-2.1166666666666667,325481.0,2.092,145301.0,-800.0,-16.0,122.54005192282725,8649.0,-21.841677209470443,,14031.0,5.496240601503755,0.6744636578890795,15728.0,20.78949389447815,-9.307002597692804,-20.17062916431048,-15.27993779160186,-16.211643466892255,8808.0,26.916426512968307,-11.415065875490296,21.62029056882541,-28.299056375514155,-6.85337651378658,-32.710557532621586,1414.0,3574.0,9648.0,1273.0,-5.043858343037312,-10.950907544526856,-7.826988640165387,-16.175490586443875,2365.039894112649,-7.527546166429911,-25.262803364720238,78.39216758163305,6374.0,500.0,310.0,32.0,325.0,60.0,1125.4544,-2804.0,942370.0,-5.549391302483379,276871.0,23991.0,997827.8051133004,426527.19,90473.58,81182.0,122074.15000000008
15,2009-04,48656.70112481756,85.65380846954808,3996.7410255029295,6601.064859409034,2581.4764522467717,78.39832556703222,83.98533007334963,95.18950957752888,81.88874966764472,7473.0,6.332321280706598,88.3056,96.8572,97.1951,84.339,39.5,1295275.15,0.878,12030.0,14563.0,1.0,2.77,1.45,46980.0,-1.6733333333333331,318896.0,2.22,150058.0,-695.0,-19.0,123.15774442464256,7790.0,-9.931784021274137,-64.80368680251209,11815.0,-15.793599885966792,-28.497942386831284,9015.0,-42.68184130213631,0.6221318796390429,-19.45218313157959,-55.814593850390104,-53.221261296278286,5654.0,-35.80835603996368,-48.901943063714405,-33.083620166025504,-40.52546337952132,-2.6908574506635308,-32.19537994335824,524.0,2025.0,8699.0,1666.0,-2.714503722415273,-13.356015951438938,-14.369449726609108,-26.06829342396421,2527.1296393283715,6.853573405641768,-14.480520781980074,77.35192498256579,5926.0,490.0,300.0,20.0,310.0,95.0,1253.1319999999996,4757.0,948121.0,-3.84298578683252,285527.0,24279.0,985416.0837743444,411655.29,98691.82,82914.0,-26184.17999999947
16,2009-05,48675.52366768127,84.79043791412751,4000.102031446114,6594.142527489056,2564.910752826764,80.43577762527337,82.51833740831297,94.00521231964274,84.0120902115633,6962.0,6.1077396070044125,87.4155,97.0107,96.7999,82.3453,41.7,1368884.7999999998,0.913,11862.0,14558.0,1.3,2.88,1.43,48750.0,-1.6333333333333335,317075.0,2.227,156706.0,-342.0,-8.0,123.76188720415657,6809.0,-12.593068035943524,-55.705178246161864,9770.0,-17.308506136267454,-36.77193890758477,8159.0,-9.495285635052683,3.1648862905941044,-19.845422116527946,13.128375571250524,-53.651063829787255,9332.0,65.05129112133004,-33.801518053486554,-3.0156328794755383,-45.55234697921975,-4.456130639357871,-38.411133097609245,2078.0,1795.0,8613.0,1586.0,0.5010287038185623,-12.224451637661991,-4.857252631867858,-31.888964933220482,2530.867426529102,0.1479064288021137,-17.285114787423392,76.85308203404615,5876.0,480.0,300.0,21.0,315.0,100.0,1264.954,6648.0,926549.0,-5.383585443602952,276044.0,23506.0,1032750.125660311,433243.93000000005,95531.44000000002,93600.0,-90380.76000000056
17,2009-06,48626.53239328283,84.45938705403873,4029.307127150996,6631.14243739335,2578.211420969115,80.36571180363505,82.33496332518337,94.32597747865812,84.28526464742791,7338.0,4.537783246180664,87.0742,97.2297,97.3538,82.2008,45.8,1354516.7,0.933,11726.0,14541.0,0.9,2.89,1.38,50579.0,-1.1833333333333331,320961.0,2.529,162723.0,-467.0,-6.0,124.27111199351046,8674.0,27.39021882802173,-45.412208936438006,9107.0,-6.786079836233371,-38.45789971617785,10367.0,27.06213996813336,-6.871384067645748,-24.518456174101228,17.040029379361002,-48.317522095191784,9579.0,2.646806686669523,-35.15434606011373,19.124376039933445,-41.59783827878047,2.2042557674075702,-36.249096524081736,2519.0,2436.0,8945.0,1986.0,-1.1344867918037127,-12.668918264112685,0.7554588117213434,-28.105775516793052,2498.9925913450284,-1.2594431004150808,-14.990007233133714,75.63448118790951,6564.0,470.0,314.0,22.0,320.0,102.0,1276.7759999999996,6017.0,955301.0,1.2606642921085514,291698.0,23133.0,1008490.8178818804,422594.43,88900.74999999999,87854.0,-79836.05000000008
18,2009-07,47794.76018121449,84.24473985101389,3888.181814984289,6045.168061710372,2467.431295270029,79.76654693957805,82.33496332518337,95.07714373983794,83.27094456813163,7851.0,5.0562929061784905,88.0323,97.0013,97.8158,81.98899999999998,49.9,1395812.25,0.928,11668.0,14489.0,1.2,2.92,1.36,50949.0,-0.6200000000000001,322593.0,2.54,165940.0,-340.0,-6.0,124.48115891445042,7660.0,-11.690108369840901,-58.9540242203408,7356.0,-19.226968266168875,-62.30591852421215,8492.0,-18.08623516928716,-3.5203415209149718,-26.91379476783473,-7.028553498588009,-48.83881550548217,7183.0,-25.01304937884957,-53.35411390350022,-8.982976865997383,-51.04015027001644,-4.893194877476869,-34.58921102998511,1294.0,2204.0,8387.0,1704.0,-1.9352107789583184,-14.512605621682141,-2.2802129197336485,-30.59583917316037,2179.2596457747586,-12.794473528158026,-24.34366974537826,76.472324678254,6770.0,450.0,200.0,20.0,300.0,110.0,770.7944,3217.0,987325.0,-0.1332578272210901,300416.0,23431.0,1012414.7941431269,410864.27,100882.5,82290.0,2526.289999999892
19,2009-08,48361.23619678236,85.18898741481709,3903.2613487971753,6041.7483846936475,2476.524824444036,78.59237205665444,80.95965770171148,93.9691121748465,84.39152411096971,9260.0,4.464743589743589,89.01899999999998,97.9443,98.847,82.8311,53.5,1503137.5,0.94,11626.0,14481.0,0.6,2.96,1.32,49897.0,-0.2533333333333333,314453.0,2.634,168649.0,-183.0,-4.0,124.56392586332092,7384.0,-3.6031331592689337,-59.339207048458135,6979.0,-5.1250679717237615,-57.7158436837322,8637.0,1.7074894017899298,-5.884295337471935,-29.91024222304193,-0.8437394532568309,-52.367055771725035,6296.0,-12.348600863149107,-57.190453525532064,-12.056397467868786,-53.10454173486089,-3.1211053914928177,-35.4676869213694,1037.0,2178.0,8133.0,1600.0,0.0386843793939606,-13.37988074797698,-1.148525359053254,-31.26486966630626,2149.578549772873,-1.3619807102578485,-25.015869271442824,75.70150135338997,7840.0,460.0,256.0,20.0,290.0,130.0,815.7180000000002,2709.0,991099.0,-1.0069065353970652,300464.0,22980.0,1061141.2294873123,451026.12,94500.76,80170.0,37366.31000000003
20,2009-09,48688.322534388855,85.83360600099108,3909.0683573187953,6110.56079753078,2501.681851336809,78.51599150761247,81.14303178484109,94.5740510483556,84.66837572236294,9625.0,4.099169741697417,89.6926,97.8575,98.6034,83.2998,54.4,1441274.0,0.966,11591.0,14450.0,1.1,3.02,1.32,52915.0,-0.0366666666666666,310870.0,2.6260000000000003,172731.0,-241.0,1.0,124.4874005284654,8213.0,11.226977248104019,-52.082847141190214,9908.0,41.96876343315661,-37.30701088332068,9708.0,12.400138937130945,-2.4980703108553826,-29.06552313857621,11.70864533696392,-54.470416868974134,8541.0,35.657560355781456,-31.19310400386691,21.692660050169053,-41.97004368629082,-2.737848872979476,-33.33397228238992,1554.0,2369.0,8502.0,2092.0,-0.1006486848151966,-12.740919406386876,0.7626525277224516,-30.399129516870648,2204.0037935447963,2.53190299920294,-22.131072155951948,75.40593680920831,7695.0,480.0,230.0,20.0,280.0,120.0,803.8960000000002,4082.0,1016619.0,0.0033091866878582,304026.0,24770.0,1021788.74785999,420660.81,102586.16999999998,79045.0,12214.590000000084
21,2009-10,47431.22797729075,84.71135024542934,3824.392710926556,5822.902734812642,2490.569965803243,77.67553887101415,80.68459657701713,94.27209975583229,84.56760973546702,20604.0,4.504532717982528,89.9797,98.193,99.1343,83.5621,56.0,1511751.7,0.921,11538.0,14382.0,0.5,3.03,1.31,51997.0,-0.1733333333333333,307866.0,2.672,171164.0,-199.0,-6.0,124.53207090327824,9033.0,9.984171435529033,-37.1267487993318,8972.0,-9.446911586596682,-46.117350309290714,9598.0,-1.1330861145447009,-2.52608852105074,-25.18160475072504,3.1383302864107288,-46.63829116418382,6825.0,-20.09132420091324,-38.02778534459276,-10.252733464778627,-38.99482180932075,-3.927657494465053,-32.15772268583379,1105.0,2363.0,8204.0,2079.0,-1.7105316195305087,-13.820950687342325,1.392824383575153,-30.636909416435127,2548.715873451719,15.640267086496618,-13.722810143672115,75.19754534820765,7478.0,490.0,321.0,25.0,280.0,145.0,792.074,-1567.0,1086788.0,-0.8221351840753741,318558.0,25542.0,1092279.1076862542,444030.59,101821.76,78355.0,156581.6000000002
22,2009-11,47918.685651386484,85.04820090305341,3795.4203708607597,5824.702459159498,2518.712037328753,82.35682414091013,80.31784841075795,94.09916486709592,84.15143527979771,8769.0,4.74652530292231,90.3375,98.9347,100.8415,84.0274,54.4,1427740.15,0.947,11509.0,14379.0,1.1,3.06,1.3,53032.0,-0.16,302635.0,2.792,171125.0,12.0,0.0,124.64473465877492,10562.0,16.92682386803941,-30.695538057742766,9412.0,4.904146232724038,-43.06798935398016,8953.0,-6.720150031256512,0.8638511518015424,-24.649751792608928,15.805022156573115,-43.951958821847285,7198.0,5.465201465201464,-38.39438548442315,-8.607948871579785,-37.75843307943417,-3.747044563493251,-34.763382624394005,1053.0,1659.0,7905.0,1420.0,1.1852261909466089,-11.164762210842753,-0.1680041042878999,-29.069833599288373,2557.5250052566284,0.3456302013365997,-11.448921489870331,76.04038846369001,6872.0,500.0,252.0,31.0,269.0,107.0,750.697,-39.0,979398.0,1.7668380435309032,278906.0,22794.0,1055680.67575674,436582.11,96294.36,83694.0,-128374.03000000016
23,2009-12,46821.31282635401,85.30775855064131,3771.5708922343433,5754.655952932744,2506.795930214755,85.41398077938679,80.95965770171148,95.06406204450205,84.62609581952617,8973.0,4.501532436574153,90.6132,98.2026,99.7848,84.2188,55.3,1437353.75,0.919,11475.0,14335.0,1.1,3.05,1.28,54468.0,-0.1833333333333333,300330.0,2.745,165964.0,-269.0,-6.0,124.4867361549848,10712.0,1.4201855709145894,4.171934260429833,10385.0,10.337866553336172,-38.61930374135585,9930.0,10.912543281581595,1.511602371715104,-24.312302150420265,-1.8494897959183687,-47.355818567421494,7924.0,10.086135037510411,-26.76524953789279,1.0598776223776252,-31.33120498923454,-4.054600292279464,-35.432098765432094,1264.0,1854.0,7877.0,2091.0,0.6763399022216454,-8.656623060597045,1.544073488280584,-27.49794813974106,2576.7589955143835,0.7520548271560346,-9.390256105830954,76.61578029767088,6870.0,535.0,244.0,29.0,246.0,95.0,738.875,-5161.0,992685.0,3.1175560527391406,299745.0,20081.0,1068790.8990355786,454897.58,93413.24,85253.0,1491.329999999929
24,2010-01,48217.01750741138,86.72870104640431,3906.6232154054665,6205.975985414896,2725.121608414357,84.8615581347226,81.32640586797069,95.5184310239806,84.42376151587206,4525.0,4.29430491687301,91.6642,98.7584,101.3991,85.3844,57.2,1468876.15,0.899,11460.0,14401.0,0.6,3.07,1.27,52324.0,-0.0233333333333333,298296.0,2.845,163021.0,2.0,-3.0,124.50472668949848,21902.0,104.462285287528,117.71371769383695,13126.0,26.39383726528648,-31.710108735237498,11138.0,12.165156092648544,5.13070127997115,-20.550408719346045,-2.8200129954515933,-46.147198617312405,9889.0,24.79808177688037,-15.967029231815088,25.28922045626554,-29.28540916580216,0.7972259130829329,-32.016786518327464,1153.0,2084.0,7992.0,2574.0,-2.581922094790224,-14.819792739330564,2.7201188027171863,-25.18421904860456,2526.8721147088963,-1.9360320810883125,-5.756041506320453,75.56381665476819,7457.0,431.0,187.0,45.0,241.0,100.0,1047.6,-2943.0,991002.0,3.964252787066704,423088.0,38826.0,1023194.518387415,400895.51,88539.20999999998,76284.0,-9173.589999999736
25,2010-02,48450.91442403192,87.04074354069441,3892.3372664134968,6252.45451907493,2693.316374980968,89.85020410315587,81.60146699266504,96.07123860177592,86.85713276953278,5818.0,4.001447963800905,91.994,98.7139,100.3451,85.9365,55.8,1292444.6,0.93,11453.0,14397.0,0.4,3.05,1.28,53488.0,-0.1566666666666666,292195.0,2.785,154840.0,-92.0,-2.0,125.09645617503315,10456.0,-52.26006757373757,-5.5123802638713215,10312.0,-21.438366600639945,-22.46616541353384,10865.0,-2.451068414437063,-0.8848343507785184,-19.275997877154264,-8.103771061781229,-46.56298600311042,8015.0,-18.95034887248458,15.489913544668601,-12.659647911632721,-16.92522367233029,1.2506832138378998,-28.177526398613363,867.0,1855.0,8103.0,1688.0,1.0277146405088144,-11.35345241313901,2.6432480847492723,-20.18959842208605,2627.1000614441377,3.966482757548984,2.7189392250019258,75.86429257988327,8896.0,500.0,229.0,55.0,292.0,105.0,1200.0,-8181.0,955948.0,2.0547274482084266,397126.0,38469.0,1021941.710445464,416461.25,94741.88,68926.0,-17873.580000000158
26,2010-03,48942.077304207814,87.61345221805577,3905.636851510436,6276.321655670292,2696.147324179993,87.37303030337448,81.32640586797069,96.0387851769426,87.05169686110683,9128.0,3.606610499027868,92.5993,99.3204,100.9692,86.87799999999999,58.8,1388657.8,0.974,11453.0,14447.0,1.4,3.01,1.26,56255.0,0.1033333333333333,300311.0,2.915,146038.0,181.0,-1.0,125.18048193681419,11576.0,10.711553175210398,33.84206266620418,12592.0,22.110162916989907,-10.255862019813266,14223.0,30.90658076392085,-6.224913494809692,-16.532692722288953,-0.0291036088474916,-36.94355208811382,8059.0,0.548970679975036,-8.503633060853765,29.463491749827103,-11.567793750421815,-5.83640289597358,-27.393369570540127,1090.0,3272.0,7605.0,1480.0,-2.2900728809967075,-8.782648990158004,0.0013336372893135,-13.41124177052887,2581.146303329306,-1.7492199398590924,9.137537584656252,76.09582196097391,9707.0,621.0,260.0,59.0,300.0,119.0,1300.0,-8802.0,1115945.0,8.870728844116504,454869.0,44633.0,1150795.39,454842.28,108797.74,79453.25,138083.1100000001
27,2010-04,50111.48862838499,89.45347898606487,3900.137555707264,6282.739973911966,2668.994417568025,95.21290781502712,80.7762836185819,96.08823481567195,87.3549144150485,11123.0,4.23901996370236,92.9436,99.6975,101.3826,88.1318,58.1,1487722.7000000004,0.991,11489.0,14427.0,-0.1,2.95,1.25,52467.0,0.1666666666666666,307905.0,3.059,144841.0,231.0,4.0,125.6015024048644,6372.0,-44.9550794747754,-18.20282413350449,10634.0,-15.54955527318933,-9.995768091409227,9210.0,-35.24572874920903,5.57175011992177,-12.426922959199295,8.544395924308576,54.902368093061895,8090.0,0.3846631095669517,43.08454191722675,-25.10112188048539,-1.0186585980837104,6.579213596816612,-20.476561910273507,1023.0,1774.0,8312.0,1927.0,2.980917442946552,-3.4424775209459524,19.12580533777446,20.458826018882853,2441.9389917928765,-5.3932359958392295,-3.371043820218733,78.74709372789009,9253.0,660.0,285.0,65.0,354.0,140.0,1320.0,-1197.0,1084134.0,9.177106174625976,447985.0,43717.0,1125696.73,443668.15,88427.38000000002,81624.57,-107185.45000000033
28,2010-05,50415.05720824748,90.7586561349272,3885.638209488844,6234.531596526082,2665.1983467624445,101.44833693273424,81.23471882640588,96.79362398654742,86.61443045460423,10372.0,4.639318010550113,94.2997,100.4743,101.9916,89.6403,58.3,1675409.7000000004,1.014,11525.0,14439.0,0.5,2.81,1.26,57284.0,0.3933333333333333,306066.0,3.069,150271.0,540.0,4.0,125.7531369100511,7729.0,21.2962962962963,13.511528858863265,11045.0,3.864961444423544,13.050153531218012,9482.0,2.9533116178067416,4.351473209604695,-11.41967067200712,19.297304546064108,63.349247153874394,6115.0,-24.412855377008658,-34.47278182597514,-10.209904218463418,-8.361064891846926,1.6484733428254958,-15.395554619193089,283.0,1461.0,8456.0,1394.0,0.4850920457379671,-3.457788849006027,-1.6935532794561168,24.464339002375546,2444.6109876784426,0.1094210745864687,-3.4081768940759534,79.03041907749723,9989.0,600.0,295.0,75.0,360.0,155.0,1420.0,5430.0,1102009.0,8.592712844004701,453034.0,42616.0,1139435.9300000002,457737.53,98471.06,88495.0,-28661.869999999937
29,2010-06,50265.972335006845,90.89339900111756,3866.218299830954,6227.894316140229,2653.322314338643,98.43564002038471,80.95965770171148,96.42794005358931,87.14259058018071,13336.0,4.002468373958655,94.4397,100.1433,101.9971,90.4459,56.4,1732666.85,1.106,11545.0,14442.0,-0.2,2.79,1.27,59629.0,0.1899999999999999,307056.0,2.948,157933.0,-139.0,3.0,125.22985537652906,11319.0,46.44844093673178,30.493428637306884,12021.0,8.83657763693979,31.99736466454375,11695.0,23.33895802573296,-1.1354501607717005,-5.9638726942559455,9.116456834532373,52.290555381236274,9808.0,60.39247751430907,2.390646205240632,48.72900590104403,14.412920122217374,-5.500217892050053,-21.773300007730175,775.0,2702.0,7971.0,2114.0,1.0137329419158905,-1.3600514641330053,3.840538576397967,28.27537235191957,2557.18496763143,4.6049854361447835,2.3286334056348945,79.55042160665795,11591.0,660.0,307.0,81.0,385.0,161.0,1510.0,7662.0,1177589.0,6.720677183783381,510673.0,41347.0,1076426.755,420712.08,96688.3,75268.0,-35744.419999999955
30,2010-07,50685.30311620743,93.06952550038712,3887.23783303211,6401.383989577423,2684.4269188993053,97.46999281026186,81.60146699266504,96.49950228172644,87.95955197740818,8886.0,4.4271828103683495,94.8536,99.9913,101.6877,91.6458,56.4,1815832.6,1.011,11561.0,14449.0,0.2,2.88,1.27,56376.0,0.1133333333333333,302457.0,2.911,166156.0,-84.0,5.0,125.03695978149572,14308.0,26.40692640692641,86.78851174934725,10233.0,-14.87397055153481,39.11092985318108,11527.0,-1.4365113296280432,-5.722126232340685,-8.109893012812039,-4.677037189656952,56.14242321970975,7276.0,-25.815660685154967,1.2947236530697517,-24.50022890279261,-5.0930366391713005,0.4282090977963726,-17.39636954754809,301.0,2020.0,7659.0,1595.0,2.3893781968193037,2.9899016372596066,-0.3336204826292488,30.830636512308054,2687.3249661917803,5.0891898790133885,23.313666244501,79.73817748740535,10642.0,630.0,370.0,84.0,356.0,185.0,1481.0,8223.0,1193560.0,4.308320071806879,526504.0,41109.0,1085633.0299999998,422440.5,93578.59,79689.0,5779.970000000089
31,2010-08,50958.87344561583,93.35524840205572,3941.015823617997,6437.177528515123,2674.915664091244,93.42475117918049,82.70171149144255,97.7171140978474,87.71472942673067,9499.0,3.6358086756679113,95.1448,100.4142,101.842,93.3758,58.0,1868721.2,1.095,11553.0,14454.0,0.1,2.98,1.27,58455.0,-0.0533333333333333,308148.0,2.959,170441.0,-5.0,6.0,125.22889378333349,12999.0,-9.148727984344418,76.0427952329361,10381.0,1.4463011824489502,48.746238716148454,10796.0,-6.3416326884705425,-2.8819893632312743,-5.178583959020422,7.954177023668008,69.99659632402995,8001.0,9.964266080263883,27.08068614993646,9.43911066195049,18.104482495364827,-1.3086687001869546,-15.850998377985348,240.0,1694.0,6881.0,1575.0,0.6057863938421004,3.5737335923541336,2.028786906421498,35.03583211106178,2688.422343198691,0.0408352923712662,25.06741581891729,80.90160286032688,11570.0,700.0,410.0,91.0,380.0,190.0,1600.0,4285.0,1235472.0,6.038433781410643,543068.0,41952.0,1090100.2400000002,429030.0500000001,97565.32,79800.32,-40745.66000000009
