Year_Month,Sum of Sales,BUILD FOR_Total_Trailer,"Class 4, North America_Inventories (Ward's)_indicators_m_trucking_trailer",G325_indicators_m_trucking,"FTR Active Truck Utilization (%, SA)_freight_m_trucking",Change in Payroll Employment (000's)_driver_indicators_m_trucking,"Total Classes 4-7, North America_Retail Sales (Ward's)_M/M % Change_indicators_m_trucking_trailer","Total Class 8, North America_Inventories (Ward's)_M/M % Change_indicators_m_trucking_trailer",FTR Truck Loadings_Y/Y % Change_freight_m_trucking_trailer,"Total Class 8, North America_Retail Sales (Ward's)_M/M % Change_indicators_m_trucking_trailer",Change in Distillate Fuel Inventories_x,"OEM Net Orders (U.S. / CAN, units)_indicators_m_trucking",FTR Rail Intermodal Loadings_Y/Y % Change_freight_m_trucking_trailer,"Class 6-7 Bus, North America_Factory Shipments (Ward's)_indicators_m_trucking_trailer",Change in Distillate Fuel Inventories_x,FTR Truck Loadings_M/M % Change_freight_m_trucking_trailer,"Total Classes 4-7, North America_Inventories (Ward's)_M/M % Change_indicators_m_trucking_trailer",FTR Rail Carloadings_M/M % Change_freight_m_trucking_trailer,FTR Rail Carloadings_M/M % Change_freight_m_trucking_trailer,"Total Class 8, North America_Factory Shipments (Ward's)_M/M % Change_indicators_m_trucking_trailer","Total Trailers, U.S._Production_M/M % Change_indicators_m_trucking_trailer","Total Classes 4-7, North America_Inventories (Ward's)_M/M % Change_indicators_m_trucking_trailer",FTR Rail Carloadings_M/M % Change_freight_m_trucking_trailer,FTR Intermodal Competitive Index_Intermodal Competitive Index (0=Neutral)_x,"Total Trailers, U.S._Production_M/M % Change_indicators_m_trucking_trailer","Total Class 8, North America_Inventories (Ward's)_M/M % Change_indicators_m_trucking_trailer",FTR Rail Intermodal Loadings_M/M % Change_freight_m_trucking_trailer,LEI_indicators_m_trucking,"Western Canadian Port Activity, Total TEUs_Exports_x",FTR Rail Intermodal Loadings_M/M % Change_freight_m_trucking_trailer,"OEM Net Orders (U.S. / CAN, units)_indicators_m_trucking","Total Classes 4-7, North America_Retail Sales (Ward's)_M/M % Change_indicators_m_trucking_trailer","FTR Rail Carloadings (carload + intermodal) (000s, SA)_freight_m_trucking_trailer",Change in Truck Emp. (000's)_driver_indicators_m_trucking,BUILD FOR_All_Other,PORTEU_indicators_m_trucking,BUILD FOR_All_Other,Change in Truck Emp. (000's)_driver_indicators_m_trucking,"Total Classes 4-7, North America_Factory Shipments (Ward's)_Y/Y % Change_indicators_m_trucking_trailer","Total Trailers, U.S._Production_Y/Y % Change_indicators_m_trucking_trailer","Class 4, North America_Factory Shipments (Ward's)_indicators_m_trucking_trailer","Total Classes 4-7, North America_Factory Shipments (Ward's)_Y/Y % Change_indicators_m_trucking_trailer",Canada Origin Intermodal Volumes_Domestic_x
2009-10,551296.4899999999,7478.0,8204.0,99.1343,84.71135024542934,-199.0,-10.252733464778627,-2.52608852105074,-13.820950687342323,-1.133086114544701,-1567.0,20604.0,-30.63690941643512,2079.0,-1567.0,-1.7105316195305087,-3.927657494465053,15.640267086496618,15.640267086496618,-9.446911586596684,3.1383302864107288,-3.927657494465053,15.640267086496618,-0.8221351840753741,3.1383302864107288,-2.52608852105074,1.392824383575153,0.5,78355.0,1.392824383575153,20604.0,-10.252733464778627,2548.715873451719,-6.0,792.074,1511751.7,792.074,-6.0,-38.02778534459276,-46.63829116418381,1105.0,-38.02778534459276,25542.0
2009-11,440301.6999999995,6872.0,7905.0,100.8415,85.04820090305341,12.0,-8.607948871579785,0.8638511518015424,-11.16476221084275,-6.720150031256511,-39.0,8769.0,-29.069833599288376,1420.0,-39.0,1.1852261909466089,-3.747044563493251,0.3456302013365997,0.3456302013365997,4.904146232724038,15.805022156573113,-3.747044563493251,0.3456302013365997,1.7668380435309032,15.805022156573113,0.8638511518015424,-0.1680041042878999,1.1,83694.0,-0.1680041042878999,8769.0,-8.607948871579785,2557.5250052566284,0.0,750.697,1427740.15,750.697,0.0,-38.39438548442315,-43.95195882184729,1053.0,-38.39438548442315,22794.0
2009-12,419378.3299999999,6870.0,7877.0,99.7848,85.30775855064131,-269.0,1.0598776223776252,1.511602371715104,-8.656623060597045,10.912543281581598,-5161.0,8973.0,-27.49794813974106,2091.0,-5161.0,0.6763399022216454,-4.054600292279464,0.7520548271560346,0.7520548271560346,10.337866553336172,-1.8494897959183687,-4.054600292279464,0.7520548271560346,3.11755605273914,-1.8494897959183687,1.511602371715104,1.544073488280584,1.1,85253.0,1.544073488280584,8973.0,1.0598776223776252,2576.7589955143835,-6.0,738.875,1437353.75,738.875,-6.0,-26.76524953789279,-47.35581856742149,1264.0,-26.76524953789279,20081.0
2010-01,455511.09,7457.0,7992.0,101.3991,86.72870104640431,2.0,25.28922045626554,5.13070127997115,-14.819792739330564,12.165156092648544,-2943.0,4525.0,-25.18421904860456,2574.0,-2943.0,-2.581922094790224,0.7972259130829329,-1.9360320810883125,-1.9360320810883125,26.39383726528648,-2.820012995451593,0.7972259130829329,-1.9360320810883125,3.964252787066704,-2.820012995451593,5.13070127997115,2.7201188027171863,0.6,76284.0,2.7201188027171863,4525.0,25.28922045626554,2526.8721147088963,-3.0,1047.6,1468876.15,1047.6,-3.0,-15.967029231815088,-46.1471986173124,1153.0,-15.967029231815088,38826.0
2010-02,1009215.4300000012,8896.0,8103.0,100.3451,87.0407435406944,-92.0,-12.65964791163272,-0.8848343507785184,-11.35345241313901,-2.451068414437063,-8181.0,5818.0,-20.189598422086053,1688.0,-8181.0,1.0277146405088144,1.2506832138378998,3.966482757548984,3.966482757548984,-21.438366600639945,-8.103771061781229,1.2506832138378998,3.966482757548984,2.0547274482084266,-8.103771061781229,-0.8848343507785184,2.6432480847492723,0.4,68926.0,2.6432480847492723,5818.0,-12.65964791163272,2627.1000614441377,-2.0,1200.0,1292444.6,1200.0,-2.0,15.4899135446686,-46.56298600311042,867.0,15.4899135446686,38469.0
2010-03,613928.6200000002,9707.0,7605.0,100.9692,87.61345221805577,181.0,29.4634917498271,-6.224913494809692,-8.782648990158004,30.906580763920854,-8802.0,9128.0,-13.41124177052887,1480.0,-8802.0,-2.2900728809967075,-5.83640289597358,-1.7492199398590924,-1.7492199398590924,22.110162916989907,-0.0291036088474916,-5.83640289597358,-1.7492199398590924,8.870728844116504,-0.0291036088474916,-6.224913494809692,0.0013336372893135,1.4,79453.25,0.0013336372893135,9128.0,29.4634917498271,2581.146303329306,-1.0,1300.0,1388657.8,1300.0,-1.0,-8.503633060853765,-36.94355208811382,1090.0,-8.503633060853765,44633.0
2010-04,542809.2900000002,9253.0,8312.0,101.3826,89.45347898606487,231.0,-25.101121880485387,5.57175011992177,-3.4424775209459524,-35.24572874920903,-1197.0,11123.0,20.45882601888285,1927.0,-1197.0,2.980917442946552,6.579213596816613,-5.3932359958392295,-5.3932359958392295,-15.54955527318933,8.544395924308578,6.579213596816613,-5.3932359958392295,9.177106174625976,8.544395924308578,5.57175011992177,19.12580533777446,-0.1,81624.57,19.12580533777446,11123.0,-25.101121880485387,2441.9389917928765,4.0,1320.0,1487722.7000000002,1320.0,4.0,43.08454191722675,54.9023680930619,1023.0,43.08454191722675,43717.0
2010-05,506190.7699999991,9989.0,8456.0,101.9916,90.7586561349272,540.0,-10.209904218463418,4.351473209604695,-3.457788849006027,2.953311617806742,5430.0,10372.0,24.464339002375542,1394.0,5430.0,0.485092045737967,1.648473342825496,0.1094210745864687,0.1094210745864687,3.864961444423544,19.297304546064108,1.648473342825496,0.1094210745864687,8.592712844004701,19.297304546064108,4.351473209604695,-1.693553279456117,0.5,88495.0,-1.693553279456117,10372.0,-10.209904218463418,2444.6109876784426,4.0,1420.0,1675409.7000000002,1420.0,4.0,-34.47278182597514,63.3492471538744,283.0,-34.47278182597514,42616.0
2010-06,525218.3599999988,11591.0,7971.0,101.9971,90.89339900111756,-139.0,48.72900590104403,-1.1354501607717005,-1.3600514641330053,23.33895802573296,7662.0,13336.0,28.27537235191957,2114.0,7662.0,1.0137329419158905,-5.500217892050053,4.604985436144782,4.604985436144782,8.83657763693979,9.116456834532372,-5.500217892050053,4.604985436144782,6.720677183783381,9.116456834532372,-1.1354501607717005,3.840538576397967,-0.2,75268.0,3.840538576397967,13336.0,48.72900590104403,2557.18496763143,3.0,1510.0,1732666.85,1510.0,3.0,2.390646205240632,52.29055538123628,775.0,2.390646205240632,41347.0
2010-07,526050.7500000009,10642.0,7659.0,101.6877,93.06952550038712,-84.0,-24.50022890279261,-5.722126232340685,2.9899016372596066,-1.436511329628043,8223.0,8886.0,30.83063651230806,1595.0,8223.0,2.389378196819303,0.4282090977963726,5.089189879013389,5.089189879013389,-14.87397055153481,-4.677037189656952,0.4282090977963726,5.089189879013389,4.308320071806879,-4.677037189656952,-5.722126232340685,-0.3336204826292488,0.2,79689.0,-0.3336204826292488,8886.0,-24.50022890279261,2687.3249661917803,5.0,1481.0,1815832.6,1481.0,5.0,1.2947236530697517,56.14242321970975,301.0,1.2947236530697517,41109.0
2010-08,553959.45,11570.0,6881.0,101.842,93.35524840205572,-5.0,9.43911066195049,-2.8819893632312743,3.5737335923541336,-6.341632688470544,4285.0,9499.0,35.03583211106178,1575.0,4285.0,0.6057863938421004,-1.3086687001869546,0.0408352923712662,0.0408352923712662,1.4463011824489502,7.954177023668008,-1.3086687001869546,0.0408352923712662,6.038433781410642,7.954177023668008,-2.8819893632312743,2.028786906421498,0.1,79800.32,2.028786906421498,9499.0,9.43911066195049,2688.4223431986907,6.0,1600.0,1868721.2,1600.0,6.0,27.08068614993646,69.99659632402995,240.0,27.08068614993646,41952.0
2010-09,517422.6699999992,11457.0,6232.0,101.5397,93.57003117394876,-65.0,16.206482593037208,-0.1591060460297444,3.3714926009210666,10.300111152278625,-3733.0,12347.0,33.9458953824765,1120.0,-3733.0,-0.2957149738515796,-2.346294449983388,-0.6633152730272984,-0.6633152730272984,17.32010403622002,16.03764140554611,-2.346294449983388,-0.6633152730272984,5.493931045346495,16.03764140554611,-0.1591060460297444,-0.0506494984339522,0.6,84252.0,-0.0506494984339522,12347.0,16.206482593037208,2670.5896271927754,3.0,1700.0,1769398.0,1700.0,3.0,-3.898840885142252,76.5843997562462,249.0,-3.898840885142252,44422.0
2010-10,526228.7399999993,11028.0,5346.0,100.2641,94.96499475051606,268.0,-12.110616656071205,-3.027832338880032,6.047823912147288,4.459187101108508,-5140.0,16454.0,36.41091653222877,1519.0,-5140.0,0.8342239525495954,-16.825483256193852,3.778934305989457,3.778934305989457,10.748008867723136,-8.187386765593995,-16.825483256193852,3.778934305989457,5.535773887628291,-8.187386765593995,-3.027832338880032,3.258767761869419,0.4,98956.0,3.258767761869419,16454.0,-12.110616656071205,2771.509454786959,5.0,1842.0,1768529.5,1842.0,5.0,-8.600732600732597,57.19350073855243,133.0,-8.600732600732597,45346.0
2010-11,488215.42999999976,10251.0,5303.0,100.9675,94.9923527174385,125.0,-9.086799276672696,-1.077734464572344,5.371321027162423,-4.172361122276714,374.0,23383.0,37.68038811109828,1725.0,374.0,0.5397429088688233,1.1292962356792111,0.7520282095972108,0.7520282095972108,0.326215895610904,8.72016538244691,1.1292962356792111,0.7520282095972108,7.866880895095386,8.72016538244691,-1.077734464572344,0.7610555683042364,1.1,93501.0,0.7610555683042364,23383.0,-9.086799276672696,2792.351987718612,6.0,1740.0,1674320.5,1740.0,6.0,5.181994998610717,47.576530612244895,176.0,5.181994998610717,42532.0
2010-12,448373.6699999997,10083.0,5770.0,101.6593,95.91253893334093,72.0,7.677772252610637,3.585226394683972,4.682424536462992,6.442953020134223,2510.0,21865.0,33.955207829738576,1467.0,2510.0,0.0181382532433049,7.347467227706739,0.2747225125488084,0.2747225125488084,0.5616316878510164,-0.976663785652554,7.347467227706739,0.2747225125488084,9.037122553901428,-0.976663785652554,3.585226394683972,-1.203376496696551,1.0,98515.0,-1.203376496696551,21865.0,7.677772252610637,2800.0232072584786,2.0,1686.0,1570296.7,1686.0,2.0,12.82180716809691,48.88888888888889,184.0,12.82180716809691,39794.0
2011-01,498378.8600000003,15108.0,5643.0,101.4231,94.96503460615332,19.0,6.8532372771774375,10.603461136804416,9.099463586749136,-0.6778058007566257,-2247.0,22692.0,29.77146417321581,2396.0,-2247.0,1.5286003373802926,4.816824966078692,1.735741054500206,1.735741054500206,20.37037037037037,-3.744435716156058,4.816824966078692,1.735741054500206,7.530901058944196,-3.744435716156058,10.603461136804416,-0.48807782062249,0.1,77530.0,-0.48807782062249,22692.0,6.8532372771774375,2848.624359602398,0.0,1495.47,1562287.0,1495.47,0.0,-2.8010921225604224,47.47258625300883,194.0,-2.8010921225604224,40280.0
2011-02,503011.8600000006,17598.0,5344.0,101.093,94.54829727215711,212.0,-10.433053850808191,-5.658404990726695,7.489455349916119,3.253451833042376,-8382.0,19243.0,27.08087046639307,1471.0,-8382.0,-0.4631767660314256,-2.970154620640053,0.5248466797227458,0.5248466797227458,-5.53724053724054,-7.045701849836783,-2.970154620640053,0.5248466797227458,5.976941013867421,-7.045701849836783,-5.658404990726695,0.5151124495063497,0.8,82410.0,0.5151124495063497,19243.0,-10.433053850808191,2863.5752699715445,11.0,1540.5,1412713.8,1540.5,11.0,0.2620087336244525,49.17054714784632,226.0,0.2620087336244525,42871.0
2011-03,671393.7899999999,18821.0,4837.0,102.3562,95.4875895672378,235.0,27.10866628064079,-4.267791400078636,9.177394620095193,18.38303104826313,-5281.0,23182.0,29.93644829002884,1148.0,-5281.0,-0.7557044861285722,-5.114141713608067,1.1821783544319509,1.1821783544319509,-3.089252245847607,-1.6388645010242953,-5.114141713608067,1.1821783544319509,9.62181931050359,-1.6388645010242953,-4.267791400078636,2.2484192105988177,0.7,88312.0,2.2484192105988177,23182.0,27.10866628064079,2897.4278369760145,6.0,1619.5,1452329.0,1619.5,6.0,-2.134259833726271,46.768558951965055,224.0,-2.134259833726271,49907.0
2011-04,612894.4499999995,18172.0,5225.0,101.7474,93.27316395540376,314.0,-24.113582871460025,5.05544561848934,5.619978821376637,-23.76655414178136,-5690.0,32809.0,5.82834374049892,1400.0,-5690.0,-0.3745935028205971,7.010623340103117,-5.498909134436492,-5.498909134436492,-5.761920640213402,49.83635822671823,7.010623340103117,-5.498909134436492,6.337517134915851,49.83635822671823,5.05544561848934,-2.976517816539448,-0.3,96932.0,-2.976517816539448,32809.0,-24.113582871460025,2738.100912984835,6.0,1659.0,1573796.5,1659.0,6.0,22.126081582200243,102.60158240579322,253.0,22.126081582200243,48331.0
2011-05,664604.8400000011,18253.0,5708.0,100.5645,93.48568059270984,101.0,11.535767883941972,3.699754771297581,5.073589149659541,6.855147747594304,1827.0,18002.0,7.952901449523431,1359.0,1827.0,-0.034734004863568,6.022117595532683,-0.3789149618477649,-0.3789149618477649,5.257943528412712,16.48133439237489,6.022117595532683,-0.3789149618477649,5.530441566537448,16.48133439237489,3.699754771297581,0.2799985294910101,0.8,98149.0,0.2799985294910101,18002.0,11.535767883941972,2727.7258389550448,3.0,1738.0,1664945.7,1738.0,3.0,72.69010629599346,97.81924460431657,341.0,72.69010629599346,47186.0
2011-06,552679.8100000008,19769.0,3324.0,100.8565,93.75515945197884,236.0,32.92967348403302,6.85790664199053,5.075127301667748,33.27223461906279,-1021.0,17038.0,6.697786627856339,1577.0,-1021.0,1.0152116624720264,8.4340252676512,3.082270848328039,3.082270848328039,33.10474653758235,6.949653369701103,8.4340252676512,3.082270848328039,5.645784731430432,6.949653369701103,6.85790664199053,2.6332361574067376,0.3,99407.0,2.6332361574067376,17038.0,32.92967348403302,2811.801737311468,5.0,1802.78,1635494.6,1802.78,5.0,33.10562805872757,93.89100649016171,427.0,33.10562805872757,47504.0
2011-07,498445.4099999997,17780.0,3656.0,100.9511,91.84392640120194,60.0,-13.415210203117622,1.53629045190673,1.5882337937918043,-6.07546492854153,14468.0,15164.0,7.998847823507305,1493.0,14468.0,-1.008389355581052,3.2540715578272428,-3.509365389120911,-3.509365389120911,-4.359026164259017,-3.4482758620689613,3.2540715578272428,-3.509365389120911,4.549787877294855,-3.4482758620689613,1.53629045190673,0.8817005001138023,0.6,91358.0,0.8817005001138023,15164.0,-13.415210203117622,2713.1253403315586,1.0,1725.36,1697772.95,1725.36,1.0,43.26553051126994,96.3903598832811,296.0,43.26553051126994,46367.0
2011-08,618720.9800000051,18680.0,3412.0,101.2978,92.35823014888662,126.0,8.159925181201766,4.144292122054449,1.8907784109016168,10.390271853313804,-1214.0,17723.0,4.647110234691754,1415.0,-1214.0,0.9054051389158824,1.291354076989304,-1.5620055611588968,-1.5620055611588968,8.597834697649853,0.4457406999779811,1.291354076989304,-1.5620055611588968,6.481997541857718,0.4457406999779811,4.144292122054449,-1.1376702096244196,0.3,81424.0,-1.1376702096244196,17723.0,8.159925181201766,2670.7461716343687,0.0,1777.5,1723934.55,1777.5,0.0,41.0198725159355,82.73100410451497,189.0,41.0198725159355,49882.0
2011-09,569145.8799999995,18691.0,3431.0,101.8043,92.33581978150266,233.0,6.18965268770717,3.4455565665756804,2.541670374468219,12.826575927100748,-3245.0,19151.0,3.651687366401735,1597.0,-3245.0,0.34120937660298,-1.138295288975233,-0.445895714425859,-0.445895714425859,7.571852356173703,8.30548403002247,-1.138295288975233,-0.445895714425859,6.165817241736089,8.30548403002247,3.4455565665756804,-1.0013863982572202,0.1,99988.0,-1.0013863982572202,19151.0,6.18965268770717,2658.837428911858,4.0,1810.68,1683764.0,1810.68,4.0,50.58479532163742,70.55474074713139,327.0,50.58479532163742,48984.0
2011-10,565695.3299999998,18283.0,3955.0,101.8956,90.96107821604107,204.0,-13.021646196647897,1.1962704509470568,1.7014635302105452,-15.682666257731436,-10807.0,22450.0,0.2070527069803152,1478.0,-10807.0,0.0080075978622584,2.7909975743805493,2.055944439730384,2.055944439730384,-9.281193490054251,-10.06120694015884,2.7909975743805493,2.055944439730384,5.983181413213004,-10.06120694015884,1.1962704509470568,-0.172809083226666,0.9,95265.0,-0.172809083226666,22450.0,-13.021646196647897,2713.501649193042,4.0,1817.0,1659393.0,1817.0,4.0,27.0759858929144,67.07385829731254,202.0,27.0759858929144,48948.0
2011-11,491944.68,16621.0,3938.0,100.7192,90.8880852493332,132.0,11.21079731627399,7.631685692762358,0.7155497624033336,15.54410427402244,1153.0,19740.0,-1.971164440404627,1576.0,1153.0,-0.4349089132871686,2.0879383475715496,0.1305282018143838,0.1305282018143838,18.4033487815817,5.06186726659168,2.0879383475715496,0.1305282018143838,7.433885331695621,5.06186726659168,7.631685692762358,-1.429204030182074,0.3,90674.0,-1.429204030182074,19740.0,11.21079731627399,2717.043534101937,3.0,1738.0,1613696.0,1738.0,3.0,54.77479857350416,61.452031114952455,274.0,54.77479857350416,48633.0
2011-12,447060.6500000007,16676.0,4086.0,101.5146,91.39163495502522,202.0,-3.703963521571374,2.880370410250888,0.6148194527455519,4.748412823338066,5692.0,23474.0,-0.0244776225757914,915.0,5692.0,-0.0818945426994677,-0.2194458261403853,1.5179127612253265,1.5179127612253265,-1.746632996633002,0.0588865096359692,-0.2194458261403853,1.5179127612253265,7.015112090063897,0.0588865096359692,2.880370410250888,0.7585572906629645,0.5,98750.0,0.7585572906629645,23474.0,-3.703963521571374,2758.2858846341182,7.0,1659.0,1589405.0,1659.0,7.0,24.239373601789715,63.14043816007682,210.0,24.239373601789715,45056.0
2012-01,425860.8100000003,16867.0,4352.0,102.3686,88.39109459904483,354.0,0.1529831718511065,6.473389502328741,-2.302961243978463,9.261671007814076,-915.0,20039.0,2.1136405481696707,2267.0,-915.0,-1.415679559369354,5.4835493519441725,0.3207930132756997,0.3207930132756997,16.106232597986715,-2.1828687603659525,5.4835493519441725,0.3207930132756997,8.621125556162806,-2.1828687603659525,6.473389502328741,1.640125603154563,0.4,85719.25,1.640125603154563,20039.0,0.1529831718511065,2767.1342730381944,5.0,1481.04,1589252.0,1481.04,5.0,27.725759467332512,65.78708741385564,307.0,27.725759467332512,45540.0
2012-02,374817.1599999999,19472.0,4978.0,101.5753,88.59368022018992,262.0,-16.191446028513234,2.8236508404600347,-1.4438755503711986,-2.7964975014899363,-9378.0,17882.0,2.112785265235684,1314.0,-9378.0,0.4120868234921415,8.984765929055927,0.8197973859141561,0.8197973859141561,-5.227817745803353,-9.090411858010173,8.984765929055927,0.8197973859141561,11.776522768767594,-9.090411858010173,2.8236508404600347,0.5142705555162497,0.7,95222.0,0.5142705555162497,17882.0,-16.191446028513234,2789.819167473296,12.0,1519.7116,1292244.0,1519.7116,12.0,20.65704330512692,62.14027899717101,179.0,20.65704330512692,48106.0
2012-03,450000.3599999999,21591.0,4593.0,101.2517,88.17997156805345,240.0,26.141294914077417,-5.188690518869055,0.7718759636172523,18.60585766165165,-5615.0,16156.0,5.0600341952117045,867.0,-5615.0,1.4755185785726654,-3.754718906234056,4.777008327664745,4.777008327664745,-5.243693553410155,0.3309066843150132,-3.754718906234056,4.777008327664745,11.681368818659967,0.3309066843150132,-5.188690518869055,5.199582900115485,0.3,103321.0,5.199582900115485,16156.0,26.141294914077417,2923.089061430282,-2.0,1579.7759999999998,1563458.0,1579.7759999999998,-2.0,16.660327120578167,65.38728553010016,136.0,16.660327120578167,53070.0
2012-04,436022.3599999999,20433.0,4892.0,101.4186,88.05783233509199,82.0,-15.990092197605607,8.79758003529114,0.2812994838071292,-30.280738030857325,-9213.0,13206.0,5.133464446142599,1408.0,-9213.0,-0.8595887532482305,0.7844800169617194,3.044141568830528,3.044141568830528,-1.470769483587364,1.145358599184454,0.7844800169617194,3.044141568830528,9.598169966147404,1.145358599184454,8.79758003529114,-2.9087046019569907,-0.1,104955.0,-2.9087046019569907,13206.0,-15.990092197605607,3012.072030643219,1.0,1645.6,1602774.0,1645.6,1.0,18.26923076923077,11.642838231400576,97.0,18.26923076923077,50106.0
2012-05,465111.9200000002,19789.0,5232.0,99.8309,88.22689530610388,100.0,10.548730548730555,10.424003707136231,0.2942124982457272,8.931728740090117,-2881.0,14284.0,6.750178523467154,1672.0,-2881.0,-0.0218616854002595,7.100031555695807,0.7727442682396335,0.7727442682396335,0.5545594796314113,15.444358807138192,7.100031555695807,0.7727442682396335,10.626490393350918,15.444358807138192,10.424003707136231,1.822077316210402,0.3,99940.0,1.822077316210402,14284.0,10.548730548730555,3035.347644615264,5.0,1662.056,1671180.0,1662.056,5.0,25.19886363636364,10.648937379247636,642.0,25.19886363636364,48032.0
2012-06,452439.5700000002,21905.0,5476.0,99.8743,88.20961879811726,73.0,24.67032152911544,3.917413290249483,-1.3407652500730285,16.042724749986913,-1678.0,12684.0,4.972510189276225,1752.0,-1678.0,-0.631519681200865,-2.943920644274212,-1.9629477934141937,-1.9629477934141937,4.523967490462755,10.88229252259656,-2.943920644274212,-1.9629477934141937,8.819899038126701,10.88229252259656,3.917413290249483,0.9241256296669276,-0.5,95233.0,0.9241256296669276,12684.0,24.67032152911544,2975.7653550028385,6.0,1678.512,1703989.0,1678.512,6.0,6.31175794714669,14.717602677859842,280.0,6.31175794714669,51979.0
2012-07,400012.7700000002,18765.0,5769.0,98.8878,89.47902311841189,152.0,-20.62039458046113,2.77430036748374,2.379883414723727,-3.997653747236385,6537.0,10010.0,3.739888921444945,1739.0,6537.0,2.724793908041523,13.66338637456046,-9.67385394987794,-9.67385394987794,6.8512714722100965,-5.363345838543843,13.66338637456046,-9.67385394987794,8.955101477135873,-5.363345838543843,2.77430036748374,-0.3028851532845156,-0.4,91499.0,-0.3028851532845156,10010.0,-20.62039458046113,2687.8941606687968,5.0,1522.18,1685497.0,1522.18,5.0,27.40790483499616,12.442218798150996,237.0,27.40790483499616,49188.0
2012-08,572229.9600000004,19367.0,5204.0,98.8315,89.05149461219206,172.0,19.688576134151823,2.02750491159136,1.257776890194351,8.835832119189746,843.0,12699.0,5.092612868990454,2172.0,843.0,-0.2005407724307573,-1.1039394613843734,0.3736148004894302,0.3736148004894302,-3.560555431796242,-3.151764302843441,-1.1039394613843734,0.3736148004894302,13.5111330679919,-3.151764302843441,2.02750491159136,0.1514524451998067,-0.4,94146.0,0.1514524451998067,12699.0,19.688576134151823,2697.936531074547,3.0,1604.46,1709865.0,1604.46,3.0,15.288487104493488,8.415055059442288,629.0,15.288487104493488,53232.0
2012-09,374181.77,20038.0,4847.0,99.104,89.09510358998544,187.0,-6.010758068551414,3.5893090965108287,0.5651741658148524,-3.0401174590836466,29.0,12923.0,7.694137106474397,2012.0,29.0,-0.3451240302338343,0.990232704685612,1.6709571471259954,1.6709571471259954,-4.481231953801734,10.692809136388902,0.990232704685612,1.6709571471259954,10.82785008512366,10.692809136388902,3.5893090965108287,1.449283403656465,0.4,90683.0,1.449283403656465,12923.0,-6.010758068551414,2743.01789436546,-2.0,1564.1428,1706392.0,1564.1428,-2.0,2.904530744336564,10.80479538671657,203.0,2.904530744336564,52536.0
2012-10,457266.1900000004,19690.0,4403.0,98.8014,88.05534637510814,159.0,-3.5935316430425246,-2.0261729496616865,-0.0725595547063862,-6.021467064534802,-8284.0,19822.0,5.9339481255633375,2194.0,-8284.0,-0.6261928527046545,-3.5633106030217965,-3.3624157034440327,-3.3624157034440327,-9.927048486558377,-14.33462679753481,-3.5633106030217965,-3.3624157034440327,11.643891188710068,-14.33462679753481,-2.0261729496616865,-1.8044180655548687,0.3,102483.0,-1.8044180655548687,19822.0,-3.5935316430425246,2650.7862299370363,5.0,1563.32,1727942.0,1563.32,5.0,19.061435599848608,5.539932508436452,264.0,19.061435599848608,56062.0
2012-11,390726.1699999998,17723.0,4386.0,98.549,88.47963022676679,156.0,2.450472837716577,-2.284369900960037,0.8519046706028321,1.4454291265816763,-1292.0,17953.0,7.022035677589922,1675.0,-1292.0,0.4862030894735802,6.352397458116688,-0.0896256673427076,-0.0896256673427076,-4.948988723823156,3.2081001865174485,6.352397458116688,-0.0896256673427076,12.275756963370377,3.2081001865174485,-2.284369900960037,-0.4167461922000237,0.0,108596.0,-0.4167461922000237,17953.0,2.450472837716577,2648.4104450886266,2.0,1828.0,1569663.0,1828.0,2.0,-0.0512032770097259,3.677730192719486,356.0,-0.0512032770097259,54382.0
2012-12,365944.8800000002,17377.04,4055.0,99.507,88.7919502842377,239.0,-0.343619458294031,-3.13968389577104,1.348142494792537,-9.735588152854335,16884.0,17865.0,5.143951729670215,1424.0,16884.0,0.4097485592452488,-6.461845993394755,-0.7185440243112406,-0.7185440243112406,-4.4110724037284665,3.464656374244845,-6.461845993394755,-0.7185440243112406,8.413601904206939,3.464656374244845,-3.13968389577104,-1.0096115529312557,0.4,101716.0,-1.0096115529312557,17865.0,-0.343619458294031,2629.380450096208,4.0,1481.04,1607705.0,1481.04,4.0,-2.439902764022684,7.206677010325824,139.0,-2.439902764022684,46458.0
2013-01,450219.64,18690.0,4007.0,98.3447,86.88882844410077,191.0,4.009194780609837,-3.3416858775182967,1.5780752285315949,9.88510506158782,-3468.0,18642.0,3.090766730420502,1791.0,-3468.0,-1.1920172233389923,-1.18931475029036,2.79371297213562,2.79371297213562,-2.6298941147500643,-1.7367002694879674,-1.18931475029036,2.79371297213562,13.202161332264906,-1.7367002694879674,-3.3416858775182967,-0.3446388818896584,0.5,85518.0,-0.3446388818896584,18642.0,4.009194780609837,2702.8377928173427,6.0,1517.0,1636876.25,1517.0,6.0,0.6516249898183668,7.6956735765465245,135.0,0.6516249898183668,49390.0
