Year_Month,Sum of Sales,BUILD FOR_Total_Trailer,"Class 4, North America_Inventories (Ward's)_indicators_m_trucking_trailer",G325_indicators_m_trucking,"FTR Active Truck Utilization (%, SA)_freight_m_trucking",Change in Payroll Employment (000's)_driver_indicators_m_trucking,"Total Classes 4-7, North America_Retail Sales (Ward's)_M/M % Change_indicators_m_trucking_trailer","Total Class 8, North America_Inventories (Ward's)_M/M % Change_indicators_m_trucking_trailer",FTR Truck Loadings_Y/Y % Change_freight_m_trucking_trailer,"Total Class 8, North America_Retail Sales (Ward's)_M/M % Change_indicators_m_trucking_trailer",Change in Distillate Fuel Inventories_x,"OEM Net Orders (U.S. / CAN, units)_indicators_m_trucking",FTR Rail Intermodal Loadings_Y/Y % Change_freight_m_trucking_trailer,"Class 6-7 Bus, North America_Factory Shipments (Ward's)_indicators_m_trucking_trailer",Change in Distillate Fuel Inventories_x,FTR Truck Loadings_M/M % Change_freight_m_trucking_trailer,"Total Classes 4-7, North America_Inventories (Ward's)_M/M % Change_indicators_m_trucking_trailer",FTR Rail Carloadings_M/M % Change_freight_m_trucking_trailer,FTR Rail Carloadings_M/M % Change_freight_m_trucking_trailer,"Total Class 8, North America_Factory Shipments (Ward's)_M/M % Change_indicators_m_trucking_trailer","Total Trailers, U.S._Production_M/M % Change_indicators_m_trucking_trailer","Total Classes 4-7, North America_Inventories (Ward's)_M/M % Change_indicators_m_trucking_trailer",FTR Rail Carloadings_M/M % Change_freight_m_trucking_trailer,FTR Intermodal Competitive Index_Intermodal Competitive Index (0=Neutral)_x,"Total Trailers, U.S._Production_M/M % Change_indicators_m_trucking_trailer","Total Class 8, North America_Inventories (Ward's)_M/M % Change_indicators_m_trucking_trailer",FTR Rail Intermodal Loadings_M/M % Change_freight_m_trucking_trailer,LEI_indicators_m_trucking,"Western Canadian Port Activity, Total TEUs_Exports_x",FTR Rail Intermodal Loadings_M/M % Change_freight_m_trucking_trailer,"OEM Net Orders (U.S. / CAN, units)_indicators_m_trucking","Total Classes 4-7, North America_Retail Sales (Ward's)_M/M % Change_indicators_m_trucking_trailer","FTR Rail Carloadings (carload + intermodal) (000s, SA)_freight_m_trucking_trailer",Change in Truck Emp. (000's)_driver_indicators_m_trucking,BUILD FOR_All_Other,PORTEU_indicators_m_trucking,BUILD FOR_All_Other,Change in Truck Emp. (000's)_driver_indicators_m_trucking,"Total Classes 4-7, North America_Factory Shipments (Ward's)_Y/Y % Change_indicators_m_trucking_trailer","Total Trailers, U.S._Production_Y/Y % Change_indicators_m_trucking_trailer","Class 4, North America_Factory Shipments (Ward's)_indicators_m_trucking_trailer","Total Classes 4-7, North America_Factory Shipments (Ward's)_Y/Y % Change_indicators_m_trucking_trailer",Canada Origin Intermodal Volumes_Domestic_x
2008-11,367527.06999999913,12860.0,12572.0,101.7716,88.64517431079857,-727.0,-10.423393237892176,0.1519127192376679,-6.160040362980046,-4.046206287084964,8281.0,10231.0,-3.0280605633199453,1893.0,8281.0,-1.8402290055407389,0.0974599500517703,-2.2311288151818265,-2.2311288151818265,-0.7146717914839895,10.254591313943418,0.0974599500517703,-2.2311288151818265,-8.763411903725109,10.254591313943418,0.1519127192376679,-2.373614417703085,-0.6,63381.0,-2.373614417703085,10231.0,-10.423393237892176,2888.191819102536,-16.0,1300.0,1614721.5,1300.0,-16.0,-28.712629652226973,-22.224075618571028,1943.0,-28.712629652226973,49648.0
2008-12,338708.0899999998,10895.0,12057.0,96.807,86.05356685992702,-706.0,-8.399075081610441,1.0590182018753502,-8.667824659326673,-0.6118018551411142,10137.0,8653.0,-4.448202707742466,1975.0,10137.0,-2.0880670868008933,-3.060914014483052,-1.5370452047981598,-1.5370452047981598,2.340914589886278,4.496711466971681,-3.060914014483052,-1.5370452047981598,-8.194268462636993,4.496711466971681,1.0590182018753502,-0.6574594135340561,-0.1,63349.0,-0.6574594135340561,8653.0,-8.399075081610441,2843.799005241647,-9.0,1102.0,1372656.25,1102.0,-9.0,-22.415029399110853,-21.77566092261586,1889.0,-22.415029399110853,42110.0
2009-01,373876.5500000001,4814.0,11491.0,96.9774,86.5492674261635,-784.0,21.66456307075506,0.1528217443510504,-1.89038030208718,5.877680698967436,-2283.0,7043.0,-3.086535625456077,2917.0,-2283.0,4.466712361668956,-4.2665829671479365,-5.717553035778888,-5.717553035778888,13.606005083042728,-5.001026202367109,-4.2665829671479365,-5.717553035778888,-11.357315563352577,-5.001026202367109,0.1528217443510504,-0.4565709824665753,-0.3,59561.0,-0.4565709824665753,7043.0,21.66456307075506,2681.2032888860035,-26.0,1111.268,1341915.2,1111.268,-26.0,-25.79139866313532,-16.665666446618253,1664.0,-25.79139866313532,21512.0
2009-02,425350.9300000006,5446.0,10723.0,96.9877,85.99111077053004,-743.0,-25.654482211509123,-2.449591280653951,-5.316923637455496,-18.59839959989997,4375.0,6039.0,-8.436608963579816,1442.0,4375.0,-2.9227656754699405,-4.161657668684837,-4.611428431190423,-4.611428431190423,-30.804848863222524,-7.388736857266309,-4.161657668684837,-4.611428431190423,-8.65028906707978,-7.388736857266309,-2.449591280653951,-3.780276592751109,-0.4,67081.0,-3.780276592751109,6039.0,-25.654482211509123,2557.561518124301,-6.0,1117.179,1044369.3,1117.179,-6.0,-51.34945671223274,-7.435399121859931,1066.0,-51.34945671223274,21217.0
2009-03,435296.8199999997,6374.0,9648.0,96.5653,84.62761515562708,-800.0,21.620290568825418,-9.307002597692804,-10.950907544526856,20.78949389447815,-2804.0,7893.0,-16.175490586443875,1273.0,-2804.0,-5.043858343037311,-6.85337651378658,-7.527546166429911,-7.527546166429911,5.496240601503755,-15.27993779160186,-6.85337651378658,-7.527546166429911,-5.549391302483379,-15.27993779160186,-9.307002597692804,-7.826988640165389,-0.3,81182.0,-7.826988640165389,7893.0,21.620290568825418,2365.0398941126487,-16.0,1125.4544,1278396.05,1125.4544,-16.0,-11.415065875490294,-16.211643466892255,1414.0,-11.415065875490294,23991.0
2009-04,380974.7699999997,5926.0,8699.0,97.1951,85.65380846954808,-695.0,-33.083620166025504,0.6221318796390429,-13.356015951438938,-42.68184130213631,4757.0,7473.0,-26.068293423964217,1666.0,4757.0,-2.714503722415273,-2.6908574506635308,6.853573405641766,6.853573405641766,-15.793599885966792,-55.8145938503901,-2.6908574506635308,6.853573405641766,-3.84298578683252,-55.8145938503901,0.6221318796390429,-14.369449726609108,1.0,82914.0,-14.369449726609108,7473.0,-33.083620166025504,2527.1296393283715,-19.0,1253.1319999999998,1295275.15,1253.1319999999998,-19.0,-48.90194306371441,-53.2212612962783,524.0,-48.90194306371441,24279.0
2009-05,408980.9000000001,5876.0,8613.0,96.7999,84.79043791412752,-342.0,-3.0156328794755383,3.1648862905941044,-12.224451637661993,-9.495285635052683,6648.0,6962.0,-31.888964933220475,1586.0,6648.0,0.5010287038185623,-4.45613063935787,0.1479064288021137,0.1479064288021137,-17.308506136267454,13.128375571250528,-4.45613063935787,0.1479064288021137,-5.383585443602952,13.128375571250528,3.1648862905941044,-4.857252631867858,1.3,93600.0,-4.857252631867858,6962.0,-3.0156328794755383,2530.867426529102,-8.0,1264.954,1368884.7999999998,1264.954,-8.0,-33.801518053486554,-53.65106382978724,2078.0,-33.801518053486554,23506.0
2009-06,423990.9599999996,6564.0,8945.0,97.3538,84.45938705403874,-467.0,19.124376039933445,-6.871384067645748,-12.668918264112683,27.06213996813336,6017.0,7338.0,-28.10577551679305,1986.0,6017.0,-1.1344867918037127,2.2042557674075702,-1.2594431004150808,-1.2594431004150808,-6.786079836233371,17.040029379361,2.2042557674075702,-1.2594431004150808,1.2606642921085514,17.040029379361,-6.871384067645748,0.7554588117213434,0.9,87854.0,0.7554588117213434,7338.0,19.124376039933445,2498.9925913450284,-6.0,1276.7759999999998,1354516.7,1276.7759999999998,-6.0,-35.15434606011373,-48.31752209519177,2519.0,-35.15434606011373,23133.0
2009-07,446763.1499999999,6770.0,8387.0,97.8158,84.24473985101389,-340.0,-8.982976865997383,-3.520341520914972,-14.51260562168214,-18.08623516928716,3217.0,7851.0,-30.595839173160368,1704.0,3217.0,-1.9352107789583184,-4.893194877476869,-12.794473528158024,-12.794473528158024,-19.226968266168875,-7.028553498588009,-4.893194877476869,-12.794473528158024,-0.1332578272210901,-7.028553498588009,-3.520341520914972,-2.2802129197336485,1.2,82290.0,-2.2802129197336485,7851.0,-8.982976865997383,2179.2596457747586,-6.0,770.7944,1395812.25,770.7944,-6.0,-53.35411390350022,-48.83881550548217,1294.0,-53.35411390350022,23431.0
2009-08,400480.9599999994,7840.0,8133.0,98.847,85.1889874148171,-183.0,-12.056397467868784,-5.884295337471935,-13.37988074797698,1.70748940178993,2709.0,9260.0,-31.26486966630626,1600.0,2709.0,0.0386843793939606,-3.1211053914928177,-1.3619807102578485,-1.3619807102578485,-5.125067971723762,-0.843739453256831,-3.1211053914928177,-1.3619807102578485,-1.0069065353970652,-0.843739453256831,-5.884295337471935,-1.148525359053254,0.6,80170.0,-1.148525359053254,9260.0,-12.056397467868784,2149.578549772873,-4.0,815.718,1503137.5,815.718,-4.0,-57.19045352553206,-52.36705577172504,1037.0,-57.19045352553206,22980.0
2009-09,440180.1599999993,7695.0,8502.0,98.6034,85.83360600099108,-241.0,21.692660050169053,-2.4980703108553826,-12.740919406386874,12.400138937130944,4082.0,9625.0,-30.399129516870648,2092.0,4082.0,-0.1006486848151966,-2.737848872979476,2.53190299920294,2.53190299920294,41.96876343315661,11.70864533696392,-2.737848872979476,2.53190299920294,0.0033091866878582,11.70864533696392,-2.4980703108553826,0.7626525277224516,1.1,79045.0,0.7626525277224516,9625.0,21.692660050169053,2204.003793544796,1.0,803.896,1441274.0,803.896,1.0,-31.19310400386691,-54.47041686897413,1554.0,-31.19310400386691,24770.0
