Year_Month,Sum of Sales,"Food & Kindred Products (000s, SA)_freight_m_trucking",Super Long-Haul (550+ mi)_freight_m_trucking,Change in Total Transp. Emp. (000's)_driver_indicators_m_trucking,"Total Class 8, North America_Retail Sales (Ward's)_M/M % Change_indicators_m_trucking_trailer","Total Trailers, U.S._Production_M/M % Change_indicators_m_trucking_trailer","Total Classes 4-7, North America_Inventories (Ward's)_M/M % Change_indicators_m_trucking_trailer",FTR Truck Loadings_M/M % Change_freight_m_trucking_trailer,FTR Rail Intermodal Loadings_M/M % Change_freight_m_trucking_trailer,"FTR Rail Carloadings (carload + intermodal) (000s, SA)_freight_m_trucking_trailer",FTR Rail Carloadings_M/M % Change_freight_m_trucking_trailer,FTR Cl. 8 Truck Tonnage_M/M % Change_freight_m_trucking_trailer,Change in Distillate Fuel Inventories_x
2010-02,1009215.4300000012,7222.185216261687,5501.735749245062,0.0,-2.451068414437063,-8.103771061781229,1.2506832138378998,1.0277146405088144,2.6432480847492723,2627.1000614441377,3.966482757548984,1.384085327785578,-8181.0
2010-03,613928.6200000002,7190.737647503584,5533.168027500921,12.0,30.906580763920854,-0.0291036088474916,-5.83640289597358,-2.2900728809967075,0.0013336372893135,2581.146303329306,-1.7492199398590924,-3.4428309091472764,-8802.0
2010-04,542809.2900000002,7179.381257695125,5516.8744329264455,6.0,-35.24572874920903,8.544395924308578,6.579213596816613,2.980917442946552,19.12580533777446,2441.9389917928765,-5.3932359958392295,2.462681565275826,-1197.0
2010-05,506190.7699999991,7233.592028649897,5525.898101456565,11.0,2.953311617806742,19.297304546064108,1.648473342825496,0.485092045737967,-1.693553279456117,2444.6109876784426,0.1094210745864687,0.5576866972339056,5430.0
2010-06,525218.3599999988,7161.935310428061,5450.733489882641,17.0,23.33895802573296,9.116456834532372,-5.500217892050053,1.0137329419158905,3.840538576397967,2557.18496763143,4.604985436144782,1.4634839896558338,7662.0
2010-07,526050.7500000009,7185.402578299682,5565.966855589321,18.0,-1.436511329628043,-4.677037189656952,0.4282090977963726,2.389378196819303,-0.3336204826292488,2687.3249661917803,5.089189879013389,3.5699019407468446,8223.0
2010-08,553959.45,7346.177923047492,5647.559216750869,-4.0,-6.341632688470544,7.954177023668008,-1.3086687001869546,0.6057863938421004,2.028786906421498,2688.4223431986907,0.0408352923712662,0.239781547551221,4285.0
2010-09,517422.6699999992,7339.461207117952,5652.507923609842,17.0,10.300111152278625,16.03764140554611,-2.346294449983388,-0.2957149738515796,-0.0506494984339522,2670.5896271927754,-0.6633152730272984,-0.3931307282776242,-3733.0
2010-10,526228.7399999993,7465.187187300035,5753.32167370664,10.0,4.459187101108508,-8.187386765593995,-16.825483256193852,0.8342239525495954,3.258767761869419,2771.509454786959,3.778934305989457,0.2276176450756173,-5140.0
2010-11,488215.42999999976,7338.788403782317,5691.581526051171,9.0,-4.172361122276714,8.72016538244691,1.1292962356792111,0.5397429088688233,0.7610555683042364,2792.351987718612,0.7520282095972108,0.7938964159714068,374.0
2010-12,448373.6699999997,7319.089950083057,5744.462870749599,25.0,6.442953020134223,-0.976663785652554,7.347467227706739,0.0181382532433049,-1.203376496696551,2800.0232072584786,0.2747225125488084,-0.3893036537414129,2510.0
2011-01,498378.8600000003,7304.75451943136,5695.43475588637,-33.0,-0.6778058007566257,-3.744435716156058,4.816824966078692,1.5286003373802926,-0.48807782062249,2848.624359602398,1.735741054500206,1.4246416931743555,-2247.0
2011-02,503011.8600000006,7303.362328838943,5752.905410083373,31.0,3.253451833042376,-7.045701849836783,-2.970154620640053,-0.4631767660314256,0.5151124495063497,2863.5752699715445,0.5248466797227458,-0.85741324226285,-8382.0
2011-03,671393.7899999999,7325.326958026429,5743.447659735918,11.0,18.38303104826313,-1.6388645010242953,-5.114141713608067,-0.7557044861285722,2.2484192105988177,2897.4278369760145,1.1821783544319509,-1.5978118344830985,-5281.0
2011-04,612894.4499999995,7345.502916499433,5721.973609710181,18.0,-23.76655414178136,49.83635822671823,7.010623340103117,-0.3745935028205971,-2.976517816539448,2738.100912984835,-5.498909134436492,0.391733022648677,-5690.0
2011-05,664604.8400000011,7340.10448830926,5672.473561242513,9.0,6.855147747594304,16.48133439237489,6.022117595532683,-0.034734004863568,0.2799985294910101,2727.7258389550448,-0.3789149618477649,-0.5750678813209009,1827.0
2011-06,552679.8100000008,7295.280087654264,5657.792930445618,16.0,33.27223461906279,6.949653369701103,8.4340252676512,1.0152116624720264,2.6332361574067376,2811.801737311468,3.082270848328039,1.101686927708001,-1021.0
2011-07,498445.4099999997,7281.700253731728,5615.463894070291,2.0,-6.07546492854153,-3.4482758620689613,3.2540715578272428,-1.008389355581052,0.8817005001138023,2713.1253403315586,-3.509365389120911,-1.0827931797487644,14468.0
2011-08,618720.9800000051,7269.106315665375,5609.969239909629,7.0,10.390271853313804,0.4457406999779811,1.291354076989304,0.9054051389158824,-1.1376702096244196,2670.7461716343687,-1.5620055611588968,1.310117856728521,-1214.0
2011-09,569145.8799999995,7284.413498512908,5733.095401970609,5.0,12.826575927100748,8.30548403002247,-1.138295288975233,0.34120937660298,-1.0013863982572202,2658.837428911858,-0.445895714425859,0.4047497531174393,-3245.0
2011-10,565695.3299999998,7311.230035040544,5719.019816165038,8.0,-15.682666257731436,-10.06120694015884,2.7909975743805493,0.0080075978622584,-0.172809083226666,2713.501649193042,2.055944439730384,-0.0571062492290552,-10807.0
2011-11,491944.68,7285.471549888971,5607.410069301301,4.0,15.54410427402244,5.06186726659168,2.0879383475715496,-0.4349089132871686,-1.429204030182074,2717.043534101937,0.1305282018143838,-0.9859133386542318,1153.0
2011-12,447060.6500000007,7253.384681832532,5660.399536684086,0.0,4.748412823338066,0.0588865096359692,-0.2194458261403853,-0.0818945426994677,0.7585572906629645,2758.2858846341182,1.5179127612253265,-0.4781029223819955,5692.0
2012-01,425860.8100000003,7126.517262244259,5508.159330044552,18.0,9.261671007814076,-2.1828687603659525,5.4835493519441725,-1.415679559369354,1.640125603154563,2767.1342730381944,0.3207930132756997,-2.6797525614509987,-915.0
2012-02,374817.1599999999,7156.170886036083,5539.699922729774,26.0,-2.7964975014899363,-9.090411858010173,8.984765929055927,0.4120868234921415,0.5142705555162497,2789.819167473296,0.8197973859141561,1.2248187640820918,-9378.0
2012-03,450000.3599999999,7116.989410591724,5529.586873489459,5.0,18.60585766165165,0.3309066843150132,-3.754718906234056,1.4755185785726654,5.199582900115485,2923.089061430282,4.777008327664745,1.8260022673580727,-5615.0
2012-04,436022.3599999999,7291.625780429119,5609.225214031625,-12.0,-30.280738030857325,1.145358599184454,0.7844800169617194,-0.8595887532482305,-2.9087046019569907,3012.072030643219,3.044141568830528,-0.7716068866384207,-9213.0
2012-05,465111.9200000002,7337.088162962598,5695.886458333459,33.0,8.931728740090117,15.444358807138192,7.100031555695807,-0.0218616854002595,1.822077316210402,3035.347644615264,0.7727442682396335,-0.320867789045598,-2881.0
2012-06,452439.5700000002,7358.821048276981,5710.26832994842,0.0,16.042724749986913,10.88229252259656,-2.943920644274212,-0.631519681200865,0.9241256296669276,2975.7653550028385,-1.9629477934141937,-0.8919586236224242,-1678.0
2012-07,400012.7700000002,7430.890530563146,5654.041151810326,12.0,-3.997653747236385,-5.363345838543843,13.66338637456046,2.724793908041523,-0.3028851532845156,2687.8941606687968,-9.67385394987794,2.9981643255575063,6537.0
2012-08,572229.9600000004,7451.368979058748,5695.460545443488,12.0,8.835832119189746,-3.151764302843441,-1.1039394613843734,-0.2005407724307573,0.1514524451998067,2697.936531074547,0.3736148004894302,-0.4471030201574244,843.0
2012-09,374181.77,7532.775610284359,5712.179722995151,4.0,-3.0401174590836466,10.692809136388902,0.990232704685612,-0.3451240302338343,1.449283403656465,2743.01789436546,1.6709571471259954,-0.7132296995277176,29.0
2012-10,457266.1900000004,7286.861210865076,5638.269477869156,11.0,-6.021467064534802,-14.33462679753481,-3.5633106030217965,-0.6261928527046545,-1.8044180655548687,2650.7862299370363,-3.3624157034440327,-1.0802050950453168,-8284.0
2012-11,390726.1699999998,7359.968261148032,5603.682736312147,-9.0,1.4454291265816763,3.2081001865174485,6.352397458116688,0.4862030894735802,-0.4167461922000237,2648.4104450886266,-0.0896256673427076,0.7217803469335315,-1292.0
2012-12,365944.8800000002,7485.37090904736,5703.497250423926,36.0,-9.735588152854335,3.464656374244845,-6.461845993394755,0.4097485592452488,-1.0096115529312557,2629.380450096208,-0.7185440243112406,0.7545427869577237,16884.0
2013-01,450219.64,7376.256402497949,5559.285415872369,1.0,9.88510506158782,-1.7367002694879674,-1.18931475029036,-1.1920172233389923,-0.3446388818896584,2702.8377928173427,2.79371297213562,-1.4834372465147072,-3468.0
2013-02,376444.4000000001,7427.781709400853,5647.270165499431,-2.0,-9.655237377543337,-9.989842559674964,0.3902393154356032,0.5394707344819283,0.1081920163187089,2747.7642576053045,1.6621961150369955,0.1943043954655499,-9438.0
2013-03,450196.43,7355.257410405412,5575.408899388548,-6.0,17.266187050359715,-1.9520397223946275,-10.542337954289993,0.5395585737425268,3.5767099047527173,2841.844208085357,3.423872707407716,0.4657241036798654,-3196.0
2013-04,578736.38,7435.609414108532,5665.751351607035,14.0,-26.073619631901845,7.555717199246814,-0.8952410868540928,-0.037320284013198,2.00425018984447,2971.6690980992776,4.56833241050143,1.016180873950101,-569.0
2013-05,456302.6400000001,7404.962187123547,5658.856515345264,-3.0,-1.725900535209579,-1.3269127875869424,1.2255678816692983,1.1866358835668889,0.3391539727654491,2987.95992101478,0.5482044728978064,1.583954292488765,4108.0
2013-06,454111.1600000001,7505.932884908708,5735.164858435815,4.0,8.921796597723652,14.22839171456458,-1.210729568938529,-0.4530665672815903,-2.071723595014041,2951.0921601911355,-1.2338773543898007,-0.8005437536922511,155.0
2013-07,476070.0400000003,7413.600441178479,5660.787872934939,-8.0,14.505617977528097,-0.1708914839077202,6.043317485472799,1.470614569072759,-0.2686196654180794,2700.482973367168,-8.492082700925751,1.7107626021351852,4089.0
2013-08,472414.71000000025,7379.763009661262,5519.621804535038,16.0,-0.6525365518594839,0.7322872087494048,-1.1059081398824389,0.3063532145043179,-0.0415424980385825,2719.8859901902947,0.7185017278199535,0.5497548419841847,2228.0
2013-09,401616.8100000001,7399.683146690923,5568.696108288885,26.0,0.5778063114227905,-2.567975830815705,4.586439653435415,0.6848438069794849,0.9685419352719382,2745.3876080349246,0.9375987793828644,0.9570125556299214,-44.0
2013-10,494633.8500000003,7267.729536914428,5462.52704930903,6.0,-1.9542374545811647,-7.320736434108532,0.4984948826008528,-1.4494677806315637,-0.3463246248223028,2708.602599973085,-1.3398839549716437,-1.6502981394094784,-11286.0
2013-11,334956.72999999986,7272.783065691889,5496.207091321491,18.0,-1.6726762820512775,7.553975639082022,-1.2508386849420128,0.866510060991188,0.3182967648717838,2729.976828666882,0.7891238343347151,0.7118677931098549,3942.0
2013-12,435530.1699999999,7401.551467163312,5573.855331919494,11.0,8.32229805439544,-2.687858462136672,5.687939820431942,1.162160313397198,0.1109056373836736,2736.042701444714,0.2221950279627238,1.883761893123448,6050.0
2014-01,332240.6500000001,7291.057723906636,5472.849675647665,21.0,8.345871732179798,1.7281854053244006,1.841392294622768,-2.888896679001141,0.6005262477307483,2829.057411605923,3.3996074005750776,-3.442299718198772,-12779.0
2014-02,497974.24,7418.882279092189,5482.497084047447,-5.0,-16.026559041791433,-13.4334953601414,-5.467129587879882,0.1246113690081651,2.4785913269093296,2922.1702776633074,3.291303515983768,-0.0949796183995821,-1637.0
2014-03,474818.9000000001,7339.013875042013,5502.886829962196,16.0,26.160206718346245,-9.131643128580349,1.3379122844673352,-0.0852641452693814,2.0312456963319736,2945.867429748511,0.8109435739026338,-0.1092128983099849,2440.0
2014-04,410986.4700000002,7537.131732891006,5594.131383512634,14.0,-28.813698181222342,4.562761375694402,0.7177821707615495,0.1100169422798336,-1.8085331810980043,2846.0907421669062,-3.38700535448474,0.0195980280159879,1490.0
2014-05,499166.41000000027,7530.666409286788,5563.300130498684,28.0,-2.0888479686960504,7.211079274116527,9.29270743276398,1.3082115266073169,-1.2413016574458258,2820.6776373867724,-0.8929126680193411,1.1300058897747212,4930.0
2014-06,468447.56000000006,7589.346731971043,5710.111968473682,19.0,19.35938877461063,18.66369710467705,1.1010390387822255,0.7116152386415386,5.983881337160013,2958.301261289552,4.879097918834896,0.9820448680848192,-83.0
2014-07,482979.9299999997,7629.886951716371,5668.230305866452,28.0,7.558225417302666,1.858108108108114,4.785468079257327,1.396214178970112,-0.6851374392968568,2833.360003395752,-4.223412251101744,0.8904886304650583,3885.0
2014-08,392565.92,7648.147034752928,5643.2864681943065,14.0,3.2640542025270003,-0.4145936981757914,0.5489183080400473,0.2574002329380764,-0.9584458879219104,2841.197606138589,0.2766186694752592,0.3002311981155969,2573.0
2014-09,531115.77,7669.623022727506,5660.7330875085945,14.0,6.20206587755463,12.813396243870857,3.588631984585744,0.6847745528097304,0.1289288084734385,2830.655555340186,-0.3710425060061584,0.5227567742627226,3157.0
2014-10,480061.26999999967,7872.467087659311,5775.668022277503,20.0,-2.688261813324433,0.8036739380022917,0.0019375339068483,0.3268871592118971,-0.2398962420882666,3032.6813696943623,7.137068089158505,-0.0444149852858011,-11196.0
2014-11,417520.84,7968.086119123423,5832.1172382194645,23.0,2.05902539464653,-3.144321509925152,-2.2920582023908675,-0.1788124701319726,-2.558479791331425,2938.2477661925614,-3.11386499239511,0.0754633317373798,5992.0
2014-12,427154.1099999999,7998.548638347702,5895.05050896046,28.0,2.0469065232010752,6.484397967326028,-2.472734483442396,-0.3045956022446394,0.1939097811050283,2941.8107329100617,0.1212616158002832,-0.2775944049922207,9980.0
2015-01,416050.03,7916.792560762457,5818.646320457314,9.0,10.94773260842703,0.3983435219877762,-0.2134884004635795,0.6821317691605655,1.6288704231096185,3093.9895594891723,5.1729645580758765,-0.3470116666881129,-4073.0
2015-02,434616.81,7857.256376027303,5808.3883333786,16.0,-20.96744255113784,-17.791483343808924,1.7828762378254923,0.8299605688572465,0.2709659245706763,3117.409858879602,0.7569611642224361,0.8672079622312534,-8855.0
2015-03,545153.9099999999,7985.676873390123,5836.970605705563,13.0,41.24195593968716,2.3319157069814134,-3.961724020579349,0.811943217649902,2.213199482214812,3264.853907116482,4.729697245837028,1.5332541354023732,5157.0
2015-04,462644.3300000002,7969.698539873213,5748.635850453936,7.0,-29.142971166317466,7.144524865748303,2.1011381164797616,0.0077761887090188,-1.0004696983027084,3366.109255085762,3.101374543852353,-0.0785900944907713,728.0
2015-05,529525.34,7934.208223551856,5695.746205197739,22.0,1.1311367689852636,1.067770756156028,3.787105467314533,-2.28266187990156,-5.853206230125919,3155.8245531378334,-6.247114576872848,-3.502764164439553,5006.0
2015-06,239083.80999999985,7931.908507768441,5771.600344525804,27.0,16.981482340929134,18.512289780077616,4.970788992269415,1.0382612571129046,12.712601812088153,3382.296720780472,7.176323139303076,1.2983361867336285,5409.0
2015-07,436667.4000000001,7839.410233545728,5526.378934739097,24.0,-0.6427041180671278,-3.267474438743956,3.641031406941009,0.4998741073563018,0.8243050209281622,2984.650452525407,-11.756693781830773,0.5223906082411744,2707.0
2015-08,383529.81,7887.868380713772,5553.329027064413,10.0,3.306181121226648,-7.034041752868159,1.527835536188915,-0.0790773322104088,-1.4779982343323228,2909.110934183968,-2.530933506050048,-0.1852249409219464,10001.0
2015-09,455992.08000000025,7892.31662515852,5592.274302389565,9.0,15.6269325912183,11.033785150718176,0.5467303034620397,0.095717284962693,1.0193274634317628,2922.535464749399,0.4614650616339366,0.7181611946605937,-3299.0
2015-10,344439.17999999993,7692.143120269275,5431.6969703043205,1.0,-6.15744609727561,-1.4612637562859798,-3.172213464638052,-0.1239782752936902,-2.640854096064682,2941.8462915249115,0.6607559432018073,0.0390488947660028,-5529.0
2015-11,326375.46,7733.607218657244,5472.498442930438,16.0,-6.141132048587616,-2.2429274065308147,1.022536035706456,-0.1804643359566426,-0.9484895517591352,2909.203275959252,-1.1096098276684452,0.1250312276116938,13349.0
2015-12,405420.72999999975,7717.571153170057,5443.31830764581,31.0,-2.178450795096587,-0.232612772177565,6.219783801401491,-0.7200561060976218,-1.968118586461487,2873.352670835659,-1.2323169515121468,-1.3153520282329634,4075.0
2016-01,368263.38,7965.796652115197,5657.427770238705,-28.0,-6.801163918525699,-4.156447882303871,2.5041764685827195,-1.0659111976265123,-0.3741971553132939,2877.0210261059988,0.127668117720936,-0.9486882049848157,-158.0
2016-02,388353.19,7888.240439514516,5599.23931116908,14.0,-1.8732828240779265,-10.048020281032189,-12.660690825032017,-0.4100707295893069,-1.1535481396917069,2818.0230870834725,-2.050660682948835,-0.4812004046314655,2113.0
2016-03,407765.12000000034,7908.430801215688,5572.642085675491,16.0,8.633124045477691,-2.8235915028367864,8.349518260405953,0.1295101476033844,1.9946149645946545,2855.9082680278643,1.3443885934802946,0.4835900609085453,-2076.0
2016-04,407365.2900000002,8410.139690281369,5890.331169409456,16.0,-24.25899168196196,3.584521384928707,1.6484192397588917,2.747334397777168,-1.242595716190542,2831.1924604662345,-0.8654272211164771,3.070761963551649,-5928.0
2016-05,378694.6199999999,8456.502829984978,5973.357753553847,17.0,1.4952307295694744,5.67134180976101,5.072526408602895,-0.3257785989006723,2.171245346314743,2914.261843260628,2.9340775646426343,-0.0102173537064542,-303.0
2016-06,459013.36000000034,8477.035660811905,5977.074887699429,3.0,22.46888493776989,8.612776514368402,0.5923488276429412,-0.3105440565120188,-5.984020885421848,2729.346039906056,-6.345202088899427,-0.6149814249181595,-5150.0
2016-07,348373.33000000025,8783.28310497357,6188.588614785947,24.0,-13.315082130413137,-7.583371402466876,4.346119244295421,4.724589571330595,-0.4230570227614749,2639.715503342509,-3.283956495550555,5.004582203263741,6730.0
2016-08,511345.76999999984,8713.884919385078,6140.783487233873,28.0,4.545889558809457,2.3850716757291224,1.172560822673696,0.187082774785785,0.212901604572635,2657.754252148301,0.6833595810969095,0.1684000318289857,3565.0
2016-09,391256.8300000001,8710.861773565188,6041.819555034968,-5.0,3.528927132918347,0.7604103802052009,-1.6114037806011727,-0.0687228723788679,0.264527285593874,2719.820985773168,2.33530747151276,-0.7817719186576699,844.0
2016-10,337982.3700000001,8657.313339363334,6025.921956772628,15.0,-22.052256952119897,-15.62050790608529,-5.510236220472442,2.2542134707288497,-2.086246588919949,2800.338383023437,2.960393263800776,1.5446651531511035,-6494.0
2016-11,334031.9700000001,8691.092214521565,6125.669063902209,18.0,15.926493108728934,16.652470187393533,-2.818286361893973,-0.5132111024037656,-0.5019727511679672,2790.858231787246,-0.3385359174328028,-0.1568241751140342,6289.0
2016-12,352484.89,8825.999344079819,6209.100205403332,40.0,-3.1801947257693586,0.2596243560099021,0.2795403875835989,0.6093514083680196,-1.6696039163677678,2774.994095492212,-0.5684321802643,0.7599886712225334,5283.0
2017-01,411610.2600000003,9107.738940777974,6420.694540364666,-26.0,-6.771438678053466,-4.14727898037629,2.9757323893078835,0.6106985702113432,2.978932537737156,2672.615409348742,-3.689329873161773,0.536007889801593,3481.0
2017-02,417977.00999999966,9097.857531793165,6465.646249190297,24.0,3.7671418505067935,-8.615449556775012,-1.400029893876742,0.4493304830256006,2.629071086439283,2742.109282329078,2.600219722495356,0.6860712828599125,-6696.0
2017-03,432565.1700000002,9116.827406864351,6473.203996654109,13.0,13.241746761387386,-13.03524412213035,-4.2462523159845,0.0670261684830642,7.050962481160172,2846.03851312239,3.79011994390821,-0.3228479270824702,-11161.0
2017-04,464714.5299999999,9238.492366031698,6495.582176366769,16.0,-34.17131786521519,8.211610984224782,2.063360833084138,2.84240244946099,-2.880837914310041,2871.90185448332,0.9087488184604364,3.447704672954321,3560.0
2017-05,369806.85,9235.087722257753,6506.139466697917,22.0,2.508583841356593,2.400235605949041,2.90234738547448,0.4877289542846386,-1.3221384083599297,2870.148193163044,-0.0610627176391154,0.9301574166434624,-847.0
2017-06,486335.8300000001,9197.210256474393,6467.584766709447,13.0,32.56545218401805,24.973636276483568,7.143335678156304,-0.3040529493242849,0.193765703687232,2832.67631569922,-1.305572916168063,-0.6797367033666069,-2185.0
2017-07,378053.77000000025,9358.33687639037,6538.74542441881,10.0,-7.430516165626777,-12.879717704817429,-1.3068421628550486,0.8066755022239525,-1.639561069508888,2762.9043282497464,-2.463111901023929,0.2571909615098233,-540.0
2017-08,443671.4299999997,9437.741448968043,6594.868515789214,17.0,16.666666666666675,12.692612485691646,3.424408014571956,0.0573004528761522,1.8835565535907817,2800.4498430979893,1.3589147645957975,0.2127913611734699,-3248.0
